id,name,RepID,species,len,Tax
UniRef100_UPI0002896CBA/1-205,Cluster: stage V sporulation protein AA,UPI0002896CBA,Bacillus timonensis,206,1033734
UniRef100_UPI000EF53D89/1-205,Cluster: stage V sporulation protein AA,UPI000EF53D89,Mesobacillus foraminis,206,279826
UniRef100_UPI0013D7F581/1-205,Cluster: stage V sporulation protein AA,UPI0013D7F581,Priestia flexa,206,86664
UniRef100_A0A168W3I4/1-204,Cluster: Stage V sporulation protein AA,A0A168W3I4,Fictibacillus phosphorivorans,206,1221500
UniRef100_A0A163R7C2/1-204,Cluster: Stage V sporulation protein AA,A0A163R7C2,Fictibacillus phosphorivorans,206,1221500
UniRef100_A0A513RJK7/23-226,Cluster: Stage V sporulation protein AA,A0A513RJK7,Bacillus sp. S3,228,486398
UniRef100_A0A0P6VXA1/2-205,Cluster: Stage V sporulation protein AA,A0A0P6VXA1,Rossellomorea vietnamensis,206,218284
UniRef100_UPI0015561956/1-205,Cluster: stage V sporulation protein AA,UPI0015561956,Bacillus haikouensis,206,1510468
UniRef100_UPI0011AA1208/1-204,Cluster: stage V sporulation protein AA,UPI0011AA1208,Fictibacillus phosphorivorans,206,1221500
UniRef100_UPI001C225940/1-205,Cluster: stage V sporulation protein AA,UPI001C225940,Cytobacillus oceanisediminis,206,665099
UniRef100_UPI001BEB4B00/1-205,Cluster: stage V sporulation protein AA,UPI001BEB4B00,Mesobacillus foraminis,206,279826
UniRef100_A0A6L3V9M1/1-205,Cluster: Stage V sporulation protein AA,A0A6L3V9M1,Cytobacillus depressus,206,1602942
UniRef100_A0A268IQG5/1-205,Cluster: Stage V sporulation protein AA,A0A268IQG5,Bacillus sp. 7894-2,206,2021695
UniRef100_A0A084GVY0/1-205,Cluster: Stage V sporulation protein AA,A0A084GVY0,Metabacillus indicus (Bacillus indicus),206,246786
UniRef100_UPI00158D9173/2-205,Cluster: stage V sporulation protein AA,UPI00158D9173,Bacillus sp. Marseille-Q1617,206,2736887
UniRef100_UPI0018839D59/4-200,Cluster: stage V sporulation protein AA,UPI0018839D59,Alkalihalobacillus hwajinpoensis,205,208199
UniRef100_UPI000C0BD932/1-205,Cluster: stage V sporulation protein AA,UPI000C0BD932,Fredinandcohnia onubensis,206,1571209
UniRef100_UPI00082AB7CF/1-205,Cluster: stage V sporulation protein AA,UPI00082AB7CF,Bacillus sp. FJAT-29937,206,1720553
UniRef100_A0A7V9YX60/1-206,Cluster: Stage V sporulation protein AA,A0A7V9YX60,Anoxybacillus calidus,207,575178
UniRef100_UPI000CA3827A/1-205,Cluster: stage V sporulation protein AA,UPI000CA3827A,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_UPI001CD7E467/2-205,Cluster: stage V sporulation protein AA,UPI001CD7E467,Rossellomorea aquimaris,206,189382
UniRef100_UPI00140D9099/4-200,Cluster: stage V sporulation protein AA,UPI00140D9099,Bacillus sp. Cs-700,205,2589818
UniRef100_UPI00047A7E10/1-205,Cluster: stage V sporulation protein AA,UPI00047A7E10,Bacillus sp. UNC41MFS5,206,1449046
UniRef100_UPI001A95C280/1-204,Cluster: stage V sporulation protein AA,UPI001A95C280,Telluribacter sp. SYSU D00476,205,2811430
UniRef100_A0A7Y5AYN0/1-205,Cluster: Stage V sporulation protein AA,A0A7Y5AYN0,Cytobacillus firmus (Bacillus firmus),206,1399
UniRef100_A0A2B2C351/1-205,Cluster: Stage V sporulation protein AA,A0A2B2C351,Bacillus sp. AFS073361,206,2033511
UniRef100_UPI00071744D6/1-205,Cluster: stage V sporulation protein AA,UPI00071744D6,Fredinandcohnia humi,206,263474
UniRef100_UPI0019395C30/1-205,Cluster: stage V sporulation protein AA,UPI0019395C30,Metabacillus sp. cB07,206,2806989
UniRef100_UPI000994A5B0/1-205,Cluster: stage V sporulation protein AA,UPI000994A5B0,Priestia abyssalis,206,1221450
UniRef100_A0A5C6W7H9/1-205,Cluster: Stage V sporulation protein AA,A0A5C6W7H9,Metabacillus litoralis,208,152268
UniRef100_UPI0003FA66AB/1-205,Cluster: stage V sporulation protein AA,UPI0003FA66AB,Bacillus sp. FJAT-14578,206,1208600
UniRef100_UPI0004933FF7/1-205,Cluster: stage V sporulation protein AA,UPI0004933FF7,Metabacillus indicus (Bacillus indicus),206,246786
UniRef100_A0A3Q9QWX1/1-205,Cluster: Stage V sporulation protein AA,A0A3Q9QWX1,Neobacillus mesonae,206,1193713
UniRef100_UPI001B0194AF/1-205,Cluster: stage V sporulation protein AA,UPI001B0194AF,Heyndrickxia oleronia,206,38875
UniRef100_A0A5R9EX61/5-206,Cluster: Stage V sporulation protein AA,A0A5R9EX61,Alkalihalobacillus caeni,207,2574798
UniRef100_A0A150LAG1/1-205,Cluster: Stage V sporulation protein AA,A0A150LAG1,Heyndrickxia sporothermodurans,206,46224
UniRef100_A0A2N5FE10/1-205,Cluster: Stage V sporulation protein AA,A0A2N5FE10,Bacillus sp. UMB0893,207,2066053
UniRef100_UPI001C88343A/25-227,Cluster: stage V sporulation protein AA,UPI001C88343A,Alkalihalobacillus sp. TS-13,228,2842455
UniRef100_UPI0011A5726F/1-205,Cluster: stage V sporulation protein AA,UPI0011A5726F,Bacillus sp. X1(2014),206,1565991
UniRef100_UPI001CFD90ED/1-205,Cluster: stage V sporulation protein AA,UPI001CFD90ED,Metabacillus litoralis,207,152268
UniRef100_A0A1B1Z5L4/1-205,Cluster: Stage V sporulation protein AA,A0A1B1Z5L4,Fictibacillus arsenicus,206,255247
UniRef100_A0A4R4J9M2/1-205,Cluster: Stage V sporulation protein AA,A0A4R4J9M2,Bacillus sp. CBEL-1,206,2502980
UniRef100_UPI001CD31BC8/1-205,Cluster: stage V sporulation protein AA,UPI001CD31BC8,Cytobacillus kochii,206,859143
UniRef100_UPI00174CD56F/1-205,Cluster: stage V sporulation protein AA,UPI00174CD56F,Metabacillus idriensis,207,324768
UniRef100_A0A1Q8V0N6/1-205,Cluster: Stage V sporulation protein AA,A0A1Q8V0N6,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_A0A0M2STY3/1-205,Cluster: Stage V sporulation protein AA,A0A0M2STY3,Mesobacillus campisalis,206,1408103
UniRef100_A0A371SH73/1-205,Cluster: Stage V sporulation protein AA,A0A371SH73,Bacillus sp. HNG,206,2293325
UniRef100_UPI001BEB5B51/1-205,Cluster: stage V sporulation protein AA,UPI001BEB5B51,Bacillus sp. ISL-75,206,2819137
UniRef100_A0A2A9CHW2/4-200,Cluster: Stage V sporulation protein AA,A0A2A9CHW2,Bacillus sp. es.036,205,1761764
UniRef100_UPI000417BB0D/1-205,Cluster: stage V sporulation protein AA,UPI000417BB0D,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_UPI001BCE3371/1-204,Cluster: stage V sporulation protein AA,UPI001BCE3371,Mesobacillus boroniphilus,205,308892
UniRef100_UPI0018CD3A5A/1-204,Cluster: stage V sporulation protein AA,UPI0018CD3A5A,Fictibacillus sp. 18YEL24,206,2745875
UniRef100_A0A7V9Z3D8/1-206,Cluster: Stage V sporulation protein AA,A0A7V9Z3D8,Anoxybacillus caldiproteolyticus,207,247480
UniRef100_A0A6H1P876/1-205,Cluster: Stage V sporulation protein AA,A0A6H1P876,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_A0A4R6AJ43/1-205,Cluster: Stage V sporulation protein AA,A0A4R6AJ43,[Brevibacterium] frigoritolerans,206,450367
UniRef100_UPI001356BE2C/1-205,Cluster: stage V sporulation protein AA,UPI001356BE2C,Bacillus sp. ZZV12-4809,206,2575830
UniRef100_UPI001C0ABCF9/1-205,Cluster: stage V sporulation protein AA,UPI001C0ABCF9,Priestia aryabhattai,206,412384
UniRef100_UPI001CBC6CD5/1-205,Cluster: stage V sporulation protein AA,UPI001CBC6CD5,Neobacillus bataviensis,206,220685
UniRef100_A0A380XX49/8-211,Cluster: Stage V sporulation protein AA,A0A380XX49,Cytobacillus firmus (Bacillus firmus),212,1399
UniRef100_UPI000BF721D7/1-205,Cluster: stage V sporulation protein AA,UPI000BF721D7,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_A0A4U1DC34/1-204,Cluster: Stage V sporulation protein AA,A0A4U1DC34,Robertmurraya kyonggiensis,206,1037680
UniRef100_A0A6F8TTA3/2-205,Cluster: Stage V sporulation protein AA,A0A6F8TTA3,Bacillus sp. KH172YL63,206,2709784
UniRef100_A0A1L8ZLW5/1-205,Cluster: Stage V sporulation protein AA,A0A1L8ZLW5,Bacillus obstructivus,206,1914540
UniRef100_A0A2C3IBN8/1-205,Cluster: Stage V sporulation protein AA,A0A2C3IBN8,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_A0A4S4BYT6/3-207,Cluster: Stage V sporulation protein AA,A0A4S4BYT6,Metabacillus sediminilitoris,208,2567941
UniRef100_A0A4Q7QR15/1-205,Cluster: Stage V sporulation protein AA,A0A4Q7QR15,Fictibacillus sp. BK138,206,2512121
UniRef100_A0A023DDV4/2-206,Cluster: Stage V sporulation protein AA,A0A023DDV4,Parageobacillus caldoxylosilyticus NBRC 107762,207,1220594
UniRef100_A0A8A7GJK9/1-205,Cluster: Stage V sporulation protein AA,A0A8A7GJK9,Priestia aryabhattai,206,412384
UniRef100_A0A1B9B650/1-205,Cluster: Stage V sporulation protein AA,A0A1B9B650,Bacillus sp. FJAT-27225,206,1743144
UniRef100_A0A1H8BVP3/7-211,Cluster: Stage V sporulation protein AA,A0A1H8BVP3,Mesobacillus persicus,212,930146
UniRef100_UPI001AE03D57/1-205,Cluster: stage V sporulation protein AA,UPI001AE03D57,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_A0A6B3RAZ0/1-205,Cluster: Stage V sporulation protein AA,A0A6B3RAZ0,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_UPI000BEC7A9C/1-205,Cluster: stage V sporulation protein AA,UPI000BEC7A9C,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_UPI00047C985C/1-205,Cluster: stage V sporulation protein AA,UPI00047C985C,Bacillus sp. UNC438CL73TsuS30,206,1340434
UniRef100_UPI00140B09A5/1-205,Cluster: stage V sporulation protein AA,UPI00140B09A5,Bacillus sp. MM2020_1,206,2714038
UniRef100_A0A369C060/1-205,Cluster: Stage V sporulation protein AA,A0A369C060,Bacillus sp. AG236,206,2184002
UniRef100_A0A2N6RN36/1-201,Cluster: Stage V sporulation protein AA,A0A2N6RN36,Bacillus sp. UMB0899,209,2029108
UniRef100_UPI001C67626B/22-226,Cluster: stage V sporulation protein AA,UPI001C67626B,Anoxybacillus calidus,227,575178
UniRef100_A0A1S2C1Z1/1-205,Cluster: Stage V sporulation protein AA,A0A1S2C1Z1,Priestia aryabhattai,206,412384
UniRef100_UPI001CBBC75A/1-205,Cluster: stage V sporulation protein AA,UPI001CBBC75A,Bacillus sp. BY2G20,206,2874282
UniRef100_UPI001BCA1390/1-205,Cluster: stage V sporulation protein AA,UPI001BCA1390,unclassified Bacillus (in: Bacteria),206,185979
UniRef100_UPI001581BCE2/2-206,Cluster: stage V sporulation protein AA,UPI001581BCE2,Parageobacillus sp. VR-IP,207,2742205
UniRef100_UPI0006A7874F/4-205,Cluster: stage V sporulation protein AA,UPI0006A7874F,Bacillaceae,207,186817
UniRef100_A0A1I2PK80/1-205,Cluster: Stage V sporulation protein AA,A0A1I2PK80,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_A0A6M6DQR2/1-205,Cluster: Stage V sporulation protein AA,A0A6M6DQR2,Priestia megaterium (Bacillus megaterium),206,1404
UniRef100_UPI00133199CB/1-205,Cluster: stage V sporulation protein AA,UPI00133199CB,Cytobacillus firmus (Bacillus firmus),206,1399
UniRef100_UPI000942A93B/1-205,Cluster: stage V sporulation protein AA,UPI000942A93B,Bacillus cereus,206,1396
UniRef100_A0A385NWM7/1-205,Cluster: Stage V sporulation protein AA,A0A385NWM7,Bacillus sp. Y1,206,352858
UniRef100_UPI0018F16CF8/1-206,Cluster: stage V sporulation protein AA,UPI0018F16CF8,Anoxybacillus caldiproteolyticus,207,247480
UniRef100_UPI0011435C11/1-205,Cluster: stage V sporulation protein AA,UPI0011435C11,Bacillus sp. 03113,206,2578211
UniRef100_A0A6L5AUU7/8-211,Cluster: Stage V sporulation protein AA (SpoVAA),A0A6L5AUU7,Bacillus sp. ZZV12-4809,212,2575830
UniRef100_UPI001BEA6F0A/1-205,Cluster: stage V sporulation protein AA,UPI001BEA6F0A,unclassified Bacillus (in: Bacteria),206,185979
UniRef100_UPI000BF54BAC/1-205,Cluster: stage V sporulation protein AA,UPI000BF54BAC,Bacillus cereus,206,1396
UniRef100_A0A7H1TCR3/2-206,Cluster: Stage V sporulation protein AA,A0A7H1TCR3,Geobacillus sp. 44B,207,1963023
UniRef100_UPI000BF8283D/1-205,Cluster: stage V sporulation protein AA,UPI000BF8283D,Bacillus cereus,206,1396
UniRef100_A0A1G9W3Z7/4-205,Cluster: Stage V sporulation protein AA,A0A1G9W3Z7,Fictibacillus solisalsi,207,459525
UniRef100_UPI001664C3A1/1-204,Cluster: stage V sporulation protein AA,UPI001664C3A1,Fictibacillus barbaricus,206,182136
UniRef100_UPI00041C020A/1-205,Cluster: stage V sporulation protein AA,UPI00041C020A,Ectobacillus panaciterrae,206,363872
