Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_A0A327YPN8	Cluster: Stage V sporulation protein AB	A0A327YPN8	Anoxybacillus vitaminiphilus	140	581036
UniRef100_UPI001C1F4C50	Cluster: stage V sporulation protein AB	UPI001C1F4C50	Metabacillus halosaccharovorans	140	930124
UniRef100_A0A377G2L0	Cluster: Uncharacterized protein	A0A377G2L0	[Flavobacterium] thermophilum	143	1414643
UniRef100_A0A2C0ZBG3	Cluster: Stage V sporulation protein AB	A0A2C0ZBG3	Bacillus sp. AFS041924	138	2033503
UniRef100_A0A561X4M8	Cluster: Stage V sporulation protein AB	A0A561X4M8; UPI00155F3872	Geobacillus sp. C56-T2	143	600773
UniRef100_A0A178TCM9	Cluster: Stage V sporulation protein AB (SpoVAB)	A0A178TCM9	Geobacillus stearothermophilus (Bacillus stearothermophilus)	134	1422
UniRef100_UPI00195F9D4D	Cluster: stage V sporulation protein AB	UPI00195F9D4D	Scopulibacillus daqui	139	1469162
UniRef100_A0A0D6ZAI4	Cluster: Stage V sporulation protein AB	A0A0D6ZAI4	Mesobacillus subterraneus	140	285983
UniRef100_A0A179T4M3	Cluster: Stage V sporulation protein AB	A0A179T4M3; A0A7G7G1Y8	Metabacillus litoralis; Metabacillus sp. KUDC1714	140	152268; 2745198
UniRef100_A0A2A9REC7	Cluster: Stage V sporulation protein AB	A0A2A9REC7	Bacillus sp. AFS088145	138	2033514
UniRef100_A0A0Q3W811	Cluster: Stage V sporulation protein AB	A0A0Q3W811	Bacillus sp. FJAT-25509	138	1712029
UniRef100_UPI000826BE90	Cluster: stage V sporulation protein AB	UPI000826BE90	Geobacillus jurassicus	143	235932
UniRef100_UPI001CFA7F47	Cluster: stage V sporulation protein AB	UPI001CFA7F47	Metabacillus niabensis	140	324854
UniRef100_UPI00178160E7	Cluster: stage V sporulation protein AB	UPI00178160E7	Bacillus sp. PS06	140	2764176
UniRef100_UPI000BB776A0	Cluster: stage V sporulation protein AB	UPI000BB776A0	Bacillus	140	1386
UniRef100_A0A150NCH2	Cluster: Uncharacterized protein	A0A150NCH2	Geobacillus stearothermophilus (Bacillus stearothermophilus)	134	1422
UniRef100_UPI000B44BB2A	Cluster: stage V sporulation protein AB	UPI000B44BB2A	Bacillus sp. EAC	138	1978338
UniRef100_A0A2A7WQ04	Cluster: Stage V sporulation protein AB	A0A2A7WQ04	Bacillus sp. AFS002410	138	2033481
UniRef100_UPI000BB6873C	Cluster: stage V sporulation protein AB	UPI000BB6873C	Bacillus sp. FJAT-44876	138	2011013
UniRef100_A0A1V9B9Z1	Cluster: Stage V sporulation protein AB	A0A1V9B9Z1	Geobacillus sp. 46C-IIa	143	1963025
UniRef100_A0A857MX09	Cluster: Stage V sporulation protein AB	A0A857MX09	Geobacillus stearothermophilus (Bacillus stearothermophilus)	143	1422
UniRef100_UPI000BB7924C	Cluster: stage V sporulation protein AB	UPI000BB7924C	Geobacillus sp. FJAT-46040	143	2011017
UniRef100_UPI001C68F9CE	Cluster: stage V sporulation protein AB	UPI001C68F9CE	Bacillus sp. IITD106	141	2864214
UniRef100_UPI001C63ECC8	Cluster: stage V sporulation protein AB	UPI001C63ECC8	Anoxybacillus sp. ST4	139	2864181
UniRef100_A0A0D8BYC6	Cluster: Stage V sporulation AB family protein	A0A0D8BYC6	Geobacillus kaustophilus	143	1462
UniRef100_UPI000C241D0A	Cluster: stage V sporulation protein AB	UPI000C241D0A	Bacillus solitudinis	139	2014074
UniRef100_UPI0009A7E144	Cluster: stage V sporulation protein AB	UPI0009A7E144	Mesobacillus jeotgali	140	129985
UniRef100_A0A0Q3WXR1	Cluster: Stage V sporulation protein AB	A0A0Q3WXR1; A0A7W4LCP6	Margalitia shackletonii; Bacillus sp. APMAM	140	157838; 2761103
UniRef100_A0A146CZK8	Cluster: Stage V sporulation protein AB	A0A146CZK8	Geobacillus subterraneus	143	129338
UniRef100_B7GKG9	Cluster: Stage V sporulation protein AB	B7GKG9; A0A1V3FSZ8; A0A410XKM9	Anoxybacillus flavithermus (strain DSM 21510 / WK1); Anoxybacillus karvacharensis; Neobacillus thermocopriae	140	491915; 1919277; 1215031
UniRef100_A0A3A1QZD8	Cluster: Stage V sporulation protein AB	A0A3A1QZD8	Bacillus salacetis	140	2315464
UniRef100_UPI001BE4EF64	Cluster: stage V sporulation protein AB	UPI001BE4EF64	Bacteria	140	2
UniRef100_A0A084GVX9	Cluster: Stage V sporulation protein AB	A0A084GVX9	Metabacillus indicus (Bacillus indicus)	140	246786
UniRef100_UPI0008266E9F	Cluster: stage V sporulation protein AB	UPI0008266E9F	Robertmurraya korlensis	140	519977
UniRef100_UPI00135799BD	Cluster: stage V sporulation protein AB	UPI00135799BD	Geobacillus sp. TFV-3	143	1897059
UniRef100_A0A7Y8V207	Cluster: Stage V sporulation protein AB	A0A7Y8V207; M5PG25; A0A6I7TIU0	Bacillus sp.; Bacillus sonorensis L12; Bacillus paralicheniformis	141	1409; 1274524; 1648923
UniRef100_M8D8U5	Cluster: Stage V sporulation protein AB	M8D8U5	Anoxybacillus flavithermus AK1	139	1297581
UniRef100_A0A0M2PP89	Cluster: Stage V sporulation protein AB	A0A0M2PP89	Bacillus sp. SA1-12	140	1455638
UniRef100_A0A263BU96	Cluster: Stage V sporulation protein AB	A0A263BU96; UPI001303AFD4	Lottiidibacillus patelloidae	141	2670334
UniRef100_UPI001BB431AC	Cluster: stage V sporulation protein AB	UPI001BB431AC	Heyndrickxia oleronia	140	38875
UniRef100_A0A5C6W910	Cluster: Stage V sporulation protein AB	A0A5C6W910	Metabacillus litoralis	141	152268
UniRef100_A0A098L0N0	Cluster: Stage V sporulation protein AB	A0A098L0N0	Geobacillus thermoleovorans B23	134	1406857
UniRef100_A0A6I1FVC3	Cluster: Stage V sporulation protein AB	A0A6I1FVC3	Bacillus aerolatus	141	2653354
UniRef100_A0A1I0TLV0	Cluster: Stage V sporulation protein AB	A0A1I0TLV0	Anoxybacillus pushchinoensis	139	150248
UniRef100_A0A370GDJ2	Cluster: Stage V sporulation protein AB	A0A370GDJ2; UPI000E0A0CDA	Falsibacillus pallidus	141	493781
UniRef100_A0A223KSH3	Cluster: Stage V sporulation protein AB	A0A223KSH3	Sutcliffiella cohnii	140	33932
UniRef100_UPI00119FA3F7	Cluster: stage V sporulation protein AB	UPI00119FA3F7	Cytobacillus oceanisediminis	140	665099
UniRef100_A0A5D4MGZ9	Cluster: Stage V sporulation protein AB	A0A5D4MGZ9	Rossellomorea vietnamensis	140	218284
UniRef100_A0A7V9Z3D7	Cluster: Stage V sporulation protein AB	A0A7V9Z3D7	Anoxybacillus caldiproteolyticus	141	247480
UniRef100_A0A7W8JJ90	Cluster: Stage V sporulation protein AB	A0A7W8JJ90	Anoxybacillus mongoliensis	139	452565
UniRef100_UPI001C1F43C4	Cluster: stage V sporulation protein AB	UPI001C1F43C4	Alkalihalobacterium elongatum	140	2675466
UniRef100_A0A268E5D3	Cluster: Stage V sporulation protein AB	A0A268E5D3	Bacillus sp. 7586-K	140	2021690
UniRef100_A0A4S3L6H0	Cluster: Stage V sporulation protein AB	A0A4S3L6H0	Anoxybacillus kamchatkensis	139	196180
UniRef100_A0A3L7JVZ6	Cluster: Stage V sporulation protein AB	A0A3L7JVZ6	Falsibacillus albus	140	2478915
UniRef100_A0A0D0HST6	Cluster: Stage V sporulation protein AB	A0A0D0HST6; A0A0B0HHQ3; A0A7W0C4Q2; A0A094LC76	Anoxybacillus ayderensis; Anoxybacillus sp. BCO1; Anoxybacillus kamchatkensis; Anoxybacillus flavithermus	139	265546; 1548750; 196180; 33934
UniRef100_A0A7M1SCL5	Cluster: Stage V sporulation protein AB	A0A7M1SCL5	Bacillus sp. HD4P25	140	2779776
UniRef100_UPI0019590E87	Cluster: stage V sporulation protein AB	UPI0019590E87	Metabacillus crassostreae	141	929098
UniRef100_A0A1G7ZNT1	Cluster: Stage V sporulation protein AB	A0A1G7ZNT1	Alteribacillus persepolensis	140	568899
UniRef100_A0A398BD76	Cluster: Stage V sporulation protein AB	A0A398BD76	Mesobacillus zeae	141	1917180
UniRef100_A0A7M1TTJ2	Cluster: Stage V sporulation protein AB	A0A7M1TTJ2; A0A2M9T3I4	Geobacillus stearothermophilus (Bacillus stearothermophilus); Geobacillus sp. WSUCF-018B	143	1422; 2055939
UniRef100_UPI000B103FF2	Cluster: stage V sporulation protein AB	UPI000B103FF2	Paenibacillus dakarensis	141	1527293
UniRef100_A0A0V8JFH2	Cluster: Stage V sporulation protein AB	A0A0V8JFH2; A0A4Q2HPB0	Fictibacillus enclensis; Fictibacillus sp. S7	140	1017270; 2212476
UniRef100_UPI001ADBBC42	Cluster: stage V sporulation protein AB	UPI001ADBBC42	Alkalihalobacillus sp. BA299	140	2815938
UniRef100_M5R3A6	Cluster: Stage V sporulation protein AB	M5R3A6	Anoxybacillus gonensis	139	198467
UniRef100_A0A2G5RQR2	Cluster: Stage V sporulation protein AB	A0A2G5RQR2; A0A094KB79	Anoxybacillus flavithermus; Anoxybacillus sp. KU2-6(11)	139	33934; 1535751
UniRef100_A0A1Q8V3L8	Cluster: Stage V sporulation protein AB	A0A1Q8V3L8	Alkalihalobacillus pseudofirmus (Bacillus pseudofirmus)	140	79885
UniRef100_A0A4V1LGT4	Cluster: Stage V sporulation protein AB	A0A4V1LGT4	Anaerobacillus alkaliphilus	140	1548597
UniRef100_A0A1S2LEA6	Cluster: Stage V sporulation protein AB	A0A1S2LEA6	Anaerobacillus alkalilacustris	140	393763
UniRef100_UPI0010525031	Cluster: stage V sporulation protein AB	UPI0010525031	Melghiribacillus thermohalophilus	140	1324956
UniRef100_A0A023DEI3	Cluster: Stage V sporulation protein AB	A0A023DEI3; A0A150LBQ4; A0A7H1TCR4	Parageobacillus caldoxylosilyticus NBRC 107762; Parageobacillus caldoxylosilyticus; Geobacillus sp. 44B	142	1220594; 81408; 1963023
UniRef100_UPI0015548EC7	Cluster: stage V sporulation protein AB	UPI0015548EC7	Bacillus sp. WMMC1349	141	2736254
UniRef100_A0A6M8FWG9	Cluster: Stage V sporulation protein AB	A0A6M8FWG9	Arthrobacter citreus	138	1670
UniRef100_UPI0009B9DDED	Cluster: stage V sporulation protein AB	UPI0009B9DDED	Cytobacillus gottheilii	140	859144
UniRef100_A0A7W9YNJ3	Cluster: Stage V sporulation protein AB	A0A7W9YNJ3; A0A0K6GLS3	Anoxybacillus tengchongensis; Anoxybacillus suryakundensis	139	576944; 1325335
UniRef100_R4FZ63	Cluster: Stage V sporulation protein AB	R4FZ63	Anoxybacillus flavithermus NBRC 109594	139	1315967
UniRef100_J7W379	Cluster: Stage V sporulation protein AB	J7W379; UPI0002FEAF82	Bacillus cereus VD142; Bacillus cereus	140	718224; 1396
UniRef100_UPI001BEC64F2	Cluster: stage V sporulation protein AB	UPI001BEC64F2	unclassified Bacillus (in: Bacteria)	140	185979
UniRef100_A0A1H0WH02	Cluster: Stage V sporulation protein AB	A0A1H0WH02	Litchfieldia salsus	140	930152
UniRef100_UPI001581D7AD	Cluster: stage V sporulation protein AB	UPI001581D7AD	Parageobacillus sp. VR-IP	142	2742205
UniRef100_UPI001BC8D3CD	Cluster: stage V sporulation protein AB	UPI001BC8D3CD	Lederbergia citri	141	2833580
UniRef100_A0A1L8ZME4	Cluster: Stage V sporulation protein AB	A0A1L8ZME4; A0A7Z0PLJ5; A0A8E2I5A4	Bacillus obstructivus; Bacillus sp. Gen3; Heyndrickxia oleronia	140	1914540; 2736284; 38875
UniRef100_A0A1S2M6C0	Cluster: Stage V sporulation protein AB	A0A1S2M6C0	Anaerobacillus isosaccharinicus	140	1532552
UniRef100_A0A4Q9DU88	Cluster: Stage V sporulation protein AB	A0A4Q9DU88	Paenibacillus thalictri	142	2527873
UniRef100_UPI0006A7D589	Cluster: stage V sporulation protein AB	UPI0006A7D589	Bacillaceae	140	186817
UniRef100_A0A0A8X1F8	Cluster: Stage V sporulation protein AB (SpoVAB)	A0A0A8X1F8	Mesobacillus selenatarsenatis SF-1	140	1321606
UniRef100_A0A2N6RNT4	Cluster: Stage V sporulation protein AB	A0A2N6RNT4	Bacillus sp. UMB0899	140	2029108
UniRef100_J8IDS3	Cluster: Stage V sporulation protein AB	J8IDS3; R8MP58; R8D037; J9BT81; A0A366GIS1; A0A084J3H9; A0A7Z8S6Z4; A0A328L8B0	Bacillus mycoides; Bacillus cereus (strain VD146); Bacillus cereus HuA3-9; Bacillus cereus HuA2-1; Bacillus sp. DB-2; Bacillus sp. AR13-1; Bacillus sp. SRB_8	140	1405; 1053236; 1053205; 1053201; 1030092; 2217833; 1969377
UniRef100_A0A147K870	Cluster: Stage V sporulation protein AB	A0A147K870	Bacillus coahuilensis p1.1.43	140	1150625
UniRef100_UPI001BE5B4EB	Cluster: stage V sporulation protein AB	UPI001BE5B4EB	Bacillus sp. ISL-41	140	2819127
UniRef100_A0A1I1UMC8	Cluster: Stage V sporulation protein AB	A0A1I1UMC8	Bacillus sp. OV194	140	1881065
UniRef100_UPI0004223D23	Cluster: stage V sporulation protein AB	UPI0004223D23	Fictibacillus gelatini	140	225985
UniRef100_UPI0002EB123D	Cluster: stage V sporulation protein AB	UPI0002EB123D	Bacillus mycoides	138	1405
UniRef100_A0A2N5FDV4	Cluster: Stage V sporulation protein AB	A0A2N5FDV4	Bacillus sp. UMB0893	141	2066053
UniRef100_I8J413	Cluster: Stage V sporulation protein AB	I8J413	Fictibacillus macauensis ZFHKF-1	139	1196324
UniRef100_UPI000A1CA332	Cluster: stage V sporulation protein AB	UPI000A1CA332	Tuberibacillus sp. Marseille-P3662	139	1965358
UniRef100_A0A385NS97	Cluster: Stage V sporulation protein AB	A0A385NS97	Bacillus sp. Y1	140	352858
UniRef100_UPI001C0F0C24	Cluster: stage V sporulation protein AB	UPI001C0F0C24	Heyndrickxia oleronia	140	38875
UniRef100_UPI001CFDF5D6	Cluster: stage V sporulation protein AB	UPI001CFDF5D6	Mesobacillus subterraneus	140	285983
UniRef100_UPI001BC8CAD9	Cluster: stage V sporulation protein AB	UPI001BC8CAD9	unclassified Bacillus (in: Bacteria)	140	185979
UniRef100_A0A846TDH8	Cluster: Stage V sporulation protein AB	A0A846TDH8	Mesobacillus selenatarsenatis	140	388741
UniRef100_UPI00166A3FC9	Cluster: stage V sporulation protein AB	UPI00166A3FC9	Pullulanibacillus pueri	140	1437324
UniRef100_A0A4R5VR84	Cluster: Stage V sporulation protein AB	A0A4R5VR84	Bacillus salipaludis	140	2547811
UniRef100_A0A4V2SNL9	Cluster: Stage V sporulation protein AB	A0A4V2SNL9	Scopulibacillus darangshiensis	139	442528
UniRef100_C5D400	Cluster: Stage V sporulation protein AB	C5D400; A0A854H1P4; A0A150N4Y8; A0A6G9J5R9	Geobacillus sp. (strain WCH70); Geobacillus sp. 44C; Parageobacillus toebii; Parageobacillus toebii NBRC 107807	142	471223; 1963024; 153151; 1223503
UniRef100_W7RKW7	Cluster: Stage V sporulation protein AB	W7RKW7	Bacillus haynesii	141	1925021
UniRef100_UPI000716F704	Cluster: stage V sporulation protein AB	UPI000716F704	Fredinandcohnia humi	139	263474
UniRef100_A0A226QLH6	Cluster: Stage V sporulation protein AB	A0A226QLH6; A0A5C8MLB6	Parageobacillus galactosidasius; Parageobacillus sp. SY1	142	883812; 2603622
UniRef100_A6CMX5	Cluster: SpoVAB	A6CMX5	Bacillus sp. SG-1	140	161544
UniRef100_UPI000185101B	Cluster: stage V sporulation protein AB	UPI000185101B	Bacillus coahuilensis	140	408580
UniRef100_UPI0019629402	Cluster: stage V sporulation protein AB	UPI0019629402	Metabacillus iocasae	140	2291674
UniRef100_A0A178TB03	Cluster: Stage V sporulation protein AB	A0A178TB03	Anoxybacillus flavithermus	139	33934
UniRef100_A0A5J5HYS8	Cluster: Stage V sporulation protein AB	A0A5J5HYS8	Niallia endozanthoxylicus	140	2036016
UniRef100_UPI001BEA7241	Cluster: Stage V sporulation protein AB	UPI001BEA7241	Bacillus sp. ISL-37	140	2819123
UniRef100_A0A1C4EN41	Cluster: Stage V sporulation protein AB	A0A1C4EN41	Bacillus cereus	138	1396
UniRef100_UPI001BE5CF54	Cluster: Stage V sporulation protein AB	UPI001BE5CF54	Bacillus sp. ISL-55	140	2819134
UniRef100_A0A4R1QHP9	Cluster: Stage V sporulation protein AB	A0A4R1QHP9	Thermolongibacillus altinsuensis	139	575256
UniRef100_A0A1I2L7H9	Cluster: Stage V sporulation protein AB	A0A1I2L7H9	Planifilum fulgidum	142	201973
UniRef100_A0A161ZSD7	Cluster: Stage V sporulation protein AB	A0A161ZSD7; A0A3E0JWN9; A0A559TVQ4	Aeribacillus pallidus; Bacillaceae bacterium; Aeribacillus composti	140	33936; 1889774; 1868734
UniRef100_UPI000307D271	Cluster: stage V sporulation protein AB	UPI000307D271	Calidifontibacillus oryziterrae	147	1191699
UniRef100_UPI001912B7D9	Cluster: stage V sporulation protein AB	UPI001912B7D9	Peribacillus sp. TH16	140	2798482
UniRef100_UPI000B44C2E9	Cluster: stage V sporulation protein AB	UPI000B44C2E9	Alkalihalobacillus urbisdiaboli	139	1960589
UniRef100_A0A5D4KHP9	Cluster: Stage V sporulation protein AB	A0A5D4KHP9; A0A5D4TM64	Rossellomorea vietnamensis; Rossellomorea aquimaris	140	218284; 189382
UniRef100_A0A846MIR7	Cluster: Stage V sporulation protein AB	A0A846MIR7	Saccharococcus thermophilus	143	29396
UniRef100_UPI001472C933	Cluster: stage V sporulation protein AB	UPI001472C933	Bacillus fonticola	139	2728853
UniRef100_A0A248TLR6	Cluster: Stage V sporulation protein AB	A0A248TLR6	Cytobacillus kochii	140	859143
UniRef100_UPI001BD1A0E0	Cluster: stage V sporulation protein AB	UPI001BD1A0E0	Mesobacillus boroniphilus	140	308892
UniRef100_UPI0009885A10	Cluster: stage V sporulation protein AB	UPI0009885A10	Bacillus sinesaloumensis	139	1926280
UniRef100_UPI001A96C2B2	Cluster: stage V sporulation protein AB	UPI001A96C2B2	Telluribacter sp. SYSU D00476	140	2811430
UniRef100_UPI0005D10E20	Cluster: stage V sporulation protein AB	UPI0005D10E20	Bacillus alveayuensis	140	279215
UniRef100_UPI001BC8FFA8	Cluster: stage V sporulation protein AB	UPI001BC8FFA8	Bacillus sp. FJAT-49731	140	2833584
UniRef100_A0A172TMG1	Cluster: Stage V sporulation protein AB	A0A172TMG1	Paenibacillus swuensis	143	1178515
UniRef100_A0A8B5Y0D4	Cluster: Stage V sporulation protein AB	A0A8B5Y0D4; A0A223EMC2	Peribacillus simplex; Peribacillus simplex NBRC 15720 = DSM 1321	140	1478; 1349754
UniRef100_UPI001CFDAB5C	Cluster: stage V sporulation protein AB	UPI001CFDAB5C	Mesobacillus subterraneus	140	285983
UniRef100_A0A0U1P1I7	Cluster: SpoVAB	A0A0U1P1I7	Neobacillus massiliamazoniensis	141	1499688
UniRef100_A0A0D0QYA6	Cluster: Uncharacterized protein	A0A0D0QYA6	Anoxybacillus thermarum	139	404937
UniRef100_UPI000C8548B3	Cluster: stage V sporulation protein AB	UPI000C8548B3	Mesobacillus jeotgali	140	129985
UniRef100_UPI001CFC2C56	Cluster: stage V sporulation protein AB	UPI001CFC2C56	Bacillus carboniphilus	139	86663
UniRef100_A0A2A8TQ93	Cluster: Stage V sporulation protein AB	A0A2A8TQ93	Bacillus sp. AFS017274	140	2033488
UniRef100_UPI0011DD5D4B	Cluster: stage V sporulation protein AB	UPI0011DD5D4B	Peribacillus simplex	140	1478
UniRef100_A0A164PL58	Cluster: Stage V sporulation protein AB (SpoVAB)	A0A164PL58; A0A1Y5ZW50; A0A556CXL9; A0A2C1JPM8	Bacillus cereus; Bacillus mobilis; Bacillus sp. HY001	140	1396; 2026190; 2597691
UniRef100_A0A1G9W3N2	Cluster: Stage V sporulation protein AB	A0A1G9W3N2	Fictibacillus solisalsi	140	459525
UniRef100_A0A4S4C0V6	Cluster: Stage V sporulation protein AB	A0A4S4C0V6	Metabacillus sediminilitoris	140	2567941
UniRef100_A0A6G7JFK7	Cluster: Stage V sporulation protein AB	A0A6G7JFK7	Bacillus paralicheniformis	141	1648923
UniRef100_A0A3R9DU05	Cluster: Stage V sporulation protein AB	A0A3R9DU05	Mesobacillus subterraneus	140	285983
UniRef100_A0A174E0H0	Cluster: Stage V sporulation protein AB	A0A174E0H0	Hungatella hathewayi	141	154046
UniRef100_A0A8E9QZ57	Cluster: Stage V sporulation protein SpoVAB	A0A8E9QZ57; J8AFR0	Bacillus mycoides; Bacillus cereus BAG5X1-1	138	1405; 1053189
UniRef100_A0A098FII6	Cluster: Stage V sporulation protein AB	A0A098FII6; A0A0M1NWZ4; A0A7G8TWB5; A0A4Y8UCS0; A0A2N0Y9Y1	Peribacillus simplex; Bacillus sp. FJAT-22058; Brevibacterium sp. PAMC23299; [Brevibacterium] frigoritolerans; Bacillus sp. BA3	140	1478; 1581037; 2762330; 450367; 2057910
UniRef100_A0A2S8UXN9	Cluster: Stage V sporulation protein AB	A0A2S8UXN9	Bacillus sp. MYb209	138	1848605
UniRef100_A0A854UF80	Cluster: Stage V sporulation protein AB	A0A854UF80; A0A561DM67; A0A2A8FIP3	Peribacillus simplex; [Brevibacterium] frigoritolerans; Bacillus sp. AFS026049	140	1478; 450367; 2033493
UniRef100_UPI000988511B	Cluster: stage V sporulation protein AB	UPI000988511B	Caenibacillus caldisaponilyticus	143	1674942
UniRef100_A0A374PDW4	Cluster: Stage V sporulation protein AB	A0A374PDW4; A0A2V3Y0Y6; UPI0004712FAC	Hungatella hathewayi; Hungatella effluvii; Hungatella	141	154046; 1096246; 1649459
