Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_A0A1Z5HPB5	Cluster: Stage V sporulation protein AD	A0A1Z5HPB5	Calderihabitans maritimus	337	1246530
UniRef100_UPI00039D4512	Cluster: stage V sporulation protein AD	UPI00039D4512	Paenibacillus phocaensis	334	1776378
UniRef100_A0A841KQK0	Cluster: Stage V sporulation protein AD	A0A841KQK0	Anaerosolibacter carboniphilus	340	1417629
UniRef100_UPI00192B270C	Cluster: stage V sporulation protein AD	UPI00192B270C	Sporosalibacterium faouarense	339	516123
UniRef100_A0A2T0YCS1	Cluster: Stage V sporulation protein AD	A0A2T0YCS1	Laceyella sediminis	339	573074
UniRef100_UPI0006D578E6	Cluster: stage V sporulation protein AD	UPI0006D578E6	Paenibacillus	339	44249
UniRef100_UPI001C0B022B	Cluster: stage V sporulation protein AD	UPI001C0B022B	Clostridium lacusfryxellense	333	205328
UniRef100_V6LZK3	Cluster: SpoVAD	V6LZK3	Brevibacillus panacihumi W25	339	1408254
UniRef100_A0A4Y7RFS7	Cluster: Stage V sporulation protein AD	A0A4Y7RFS7	Pelotomaculum schinkii	335	78350
UniRef100_UPI001AE259EB	Cluster: stage V sporulation protein AD	UPI001AE259EB	Ammoniphilus resinae	333	861532
UniRef100_A0A1G8ZU24	Cluster: Stage V sporulation protein AD	A0A1G8ZU24	Natronincola ferrireducens	333	393762
UniRef100_UPI00178BA498	Cluster: stage V sporulation protein AD	UPI00178BA498	Paenibacillus sp. OAS669	337	2663821
UniRef100_A0A1M4SS24	Cluster: Stage V sporulation protein AD	A0A1M4SS24	Seinonella peptonophila	338	112248
UniRef100_A0A7C9HIC9	Cluster: Stage V sporulation protein AD	A0A7C9HIC9	Firmicutes bacterium	339	1879010
UniRef100_A0A4R4ECF4	Cluster: Stage V sporulation protein AD	A0A4R4ECF4; UPI001A9E136C	Paenibacillus albiflavus	338	2545760
UniRef100_UPI00073F9A08	Cluster: stage V sporulation protein AD	UPI00073F9A08	Paenibacillus rubinfantis	334	1720296
UniRef100_A0A2I7SQ91	Cluster: Stage V sporulation protein AD	A0A2I7SQ91	Laceyella sacchari (Thermoactinomyces thalpophilus)	339	37482
UniRef100_UPI0011A6402C	Cluster: stage V sporulation protein AD	UPI0011A6402C	Paenibacillaceae	338	186822
UniRef100_A0A223D526	Cluster: Stage V sporulation protein AD	A0A223D526	Tumebacillus algifaecis	340	1214604
UniRef100_A0A7X8PZP1	Cluster: Stage V sporulation protein AD	A0A7X8PZP1	Clostridiaceae bacterium	339	1898204
UniRef100_I7LHR2	Cluster: Stage V sporulation protein AD (SpoVAD)	I7LHR2	Caloramator australicus RC3	340	857293
UniRef100_A0A7X4Z6U4	Cluster: Stage V sporulation protein AD	A0A7X4Z6U4	Lachnospiraceae bacterium	337	1898203
UniRef100_UPI00087F5CCD	Cluster: stage V sporulation protein AD	UPI00087F5CCD	Paenibacillus	339	44249
UniRef100_A0A6I5ZVL9	Cluster: Stage V sporulation protein AD	A0A6I5ZVL9	Moorella glycerini	339	55779
UniRef100_A0A8G0I3K4	Cluster: Stage V sporulation protein AD	A0A8G0I3K4	Paenibacillus sp. sptzw28	336	715179
UniRef100_A0A2K2F586	Cluster: Stage V sporulation protein AD	A0A2K2F586	Pseudoclostridium thermosuccinogenes	339	84032
UniRef100_A0A0U2ILQ6	Cluster: SpoVAD	A0A0U2ILQ6	Paenibacillus naphthalenovorans	337	162209
UniRef100_G2MVD7	Cluster: Stage V sporulation protein AD	G2MVD7	Thermoanaerobacter wiegelii Rt8.B1	348	697303
UniRef100_UPI001C0FB75D	Cluster: stage V sporulation protein AD	UPI001C0FB75D	Clostridium sp. MSJ-11	340	2841512
UniRef100_UPI000D6C4C94	Cluster: stage V sporulation protein AD	UPI000D6C4C94	Murimonas intestini	336	1337051
UniRef100_A0A7C6UW98	Cluster: Stage V sporulation protein AD	A0A7C6UW98	Clostridiaceae bacterium	339	1898204
UniRef100_UPI000FDB02C3	Cluster: stage V sporulation protein AD	UPI000FDB02C3	Paenibacillus ehimensis	337	79264
UniRef100_A0A1V5M682	Cluster: Stage V sporulation protein AD	A0A1V5M682	Firmicutes bacterium ADurb.Bin419	339	1852892
UniRef100_A0A4Y8LQF1	Cluster: Stage V sporulation protein AD	A0A4Y8LQF1	Cohnella luojiensis	338	652876
UniRef100_M8D1E2	Cluster: Stage V sporulation protein AD	M8D1E2; A0A1G7NX75	Thermoanaerobacter thermohydrosulfuricus WC1; Thermoanaerobacter thermohydrosulfuricus (Clostridium thermohydrosulfuricum)	337	1198630; 1516
UniRef100_A0A7X3FGT9	Cluster: Stage V sporulation protein AD	A0A7X3FGT9	Paenibacillus lutrae	339	2078573
UniRef100_A0A7X2ZEP4	Cluster: Stage V sporulation protein AD	A0A7X2ZEP4; A0A5Q2NYS3	Paenibacillus validus; Paenibacillus sp. B01	339	44253; 2660554
UniRef100_UPI0014914614	Cluster: stage V sporulation protein AD	UPI0014914614	Paenibacillus foliorum	338	2654974
UniRef100_A0A1I0H422	Cluster: Stage V sporulation protein AD	A0A1I0H422	Natronincola peptidivorans	333	426128
UniRef100_UPI001A242357	Cluster: stage V sporulation protein AD	UPI001A242357	Clostridium aciditolerans	333	339861
UniRef100_UPI0014912851	Cluster: stage V sporulation protein AD	UPI0014912851	Paenibacillus planticolens	339	2654976
UniRef100_A0A7C6RDM3	Cluster: Stage V sporulation protein AD	A0A7C6RDM3	Clostridia bacterium	337	2044939
UniRef100_A0A4R3LEC9	Cluster: Stage V sporulation protein AD	A0A4R3LEC9	Hazenella coriacea	339	1179467
UniRef100_A0A097ARI3	Cluster: Stage V sporulation protein AD	A0A097ARI3	Thermoanaerobacter kivui (Acetogenium kivui)	337	2325
UniRef100_I8R170	Cluster: Stage V sporulation protein AD	I8R170	Thermoanaerobacter siderophilus SR4	348	880478
UniRef100_UPI00197D24D4	Cluster: stage V sporulation protein AD	UPI00197D24D4	Paenibacillus apiarius	335	46240
UniRef100_A0A101D9B6	Cluster: Stage V sporulation protein AD	A0A101D9B6; A0A358VVM6; E8USQ7; B0K154; B0K9G7	Thermoanaerobacter thermocopriae; Thermoanaerobacter sp.; Thermoanaerobacter brockii subsp. finnii (strain ATCC 43586 / DSM 3389 / AKO-1) (Thermoanaerobacter finnii); Thermoanaerobacter sp. (strain X514); Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) (Clostridium thermohydrosulfuricum)	337	29350; 1755; 509193; 399726; 340099
UniRef100_UPI0014787647	Cluster: stage V sporulation protein AD	UPI0014787647	Paenibacillus	338	44249
UniRef100_F5LN92	Cluster: Stage V sporulation protein AD	F5LN92	Paenibacillus sp. HGF7	339	944559
UniRef100_A0A1G7ENZ0	Cluster: Stage V sporulation protein AD	A0A1G7ENZ0	Fontibacillus panacisegetis	336	670482
UniRef100_A0A140L4J1	Cluster: Stage V sporulation protein AD	A0A140L4J1	Thermotalea metallivorans	333	520762
UniRef100_A0A1V0UPR6	Cluster: Stage V sporulation protein AD	A0A1V0UPR6; A0A2L1U357	Paenibacillus larvae subsp. pulvifaciens; Paenibacillus larvae subsp. larvae	337	1477; 147375
UniRef100_A0A3P3T9A5	Cluster: Stage V sporulation protein AD	A0A3P3T9A5	Paenibacillus oralis	339	2490856
UniRef100_A0A4V2WAU8	Cluster: Stage V sporulation protein AD	A0A4V2WAU8	Laceyella sacchari (Thermoactinomyces thalpophilus)	339	37482
UniRef100_UPI001CA7E446	Cluster: stage V sporulation protein AD	UPI001CA7E446	Paenibacillus caui	336	2873927
UniRef100_A0A151AZK2	Cluster: Stage V sporulation protein AD	A0A151AZK2	Moorella mulderi DSM 14980	338	1122241
UniRef100_UPI001BDE134D	Cluster: stage V sporulation protein AD	UPI001BDE134D	Thermoanaerobacter sp. CM-CNRG TB177	337	2800659
