id,name,RepID,species,len,Tax
UniRef100_G8LY85/4-336,Cluster: Stage V sporulation protein AD,G8LY85,Acetivibrio clariflavus (strain DSM 19732 / NBRC 101661 / EBR45) (Clostridium clariflavum),339,720554
UniRef100_UPI001952EFFE/4-336,Cluster: stage V sporulation protein AD,UPI001952EFFE,Caloranaerobacter azorensis,339,116090
UniRef100_A0A1M5ULX2/4-336,Cluster: Stage V sporulation protein AD,A0A1M5ULX2,Sporanaerobacter acetigenes DSM 13106,338,1123281
UniRef100_A0A161PWN5/4-335,Cluster: Stage V sporulation protein AD,A0A161PWN5,Thermovenabulum gondwanense,336,520767
UniRef100_A0A7C6IS74/3-333,Cluster: Stage V sporulation protein AD,A0A7C6IS74,Clostridiales bacterium,334,1898207
UniRef100_UPI000FD9448A/4-334,Cluster: stage V sporulation protein AD,UPI000FD9448A,Paenibacillus koleovorans,338,121608
UniRef100_A0A7V6R883/4-336,Cluster: Stage V sporulation protein AD,A0A7V6R883,Clostridiaceae bacterium,337,1898204
UniRef100_A0A1M5P529/2-333,Cluster: Stage V sporulation protein AD,A0A1M5P529,Tepidibacter thalassicus DSM 15285,334,1123350
UniRef100_A0A559KAC4/3-334,Cluster: Stage V sporulation protein AD,A0A559KAC4,Paenibacillus sp. JC52,337,2163881
UniRef100_UPI000731A45F/4-336,Cluster: stage V sporulation protein AD,UPI000731A45F,Defluviitalea phaphyphila,339,1473580
UniRef100_A0A4V3ES73/4-335,Cluster: Stage V sporulation protein AD,A0A4V3ES73,Fonticella tunisiensis,338,1096341
UniRef100_A0A1M4UB57/4-336,Cluster: Stage V sporulation protein AD,A0A1M4UB57,Caldanaerobius fijiensis DSM 17918,337,1121256
UniRef100_UPI001AE154EE/3-334,Cluster: stage V sporulation protein AD,UPI001AE154EE,unclassified Paenibacillus,337,185978
UniRef100_A0A1M5V7A8/4-336,Cluster: Stage V sporulation protein AD,A0A1M5V7A8,Caloranaerobacter azorensis DSM 13643,339,1121264
UniRef100_A0A1H2SUJ8/4-336,Cluster: Stage V sporulation protein AD,A0A1H2SUJ8,Tepidimicrobium xylanilyticum,339,1123352
UniRef100_UPI001357B8A9/3-334,Cluster: stage V sporulation protein AD,UPI001357B8A9,Paenibacillus puerhi,336,2692622
UniRef100_B8I4W4/4-336,Cluster: Stage V sporulation protein AD,B8I4W4,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),339,394503
UniRef100_UPI001C3A8FA8/3-334,Cluster: stage V sporulation protein AD,UPI001C3A8FA8,Paenibacillus allorhizosphaerae,337,2849866
UniRef100_R1CY65/4-336,Cluster: Stage V sporulation protein AD (SpoVAD),R1CY65,Caldisalinibacter kiritimatiensis,339,1304284
UniRef100_UPI000B9817E1/5-337,Cluster: stage V sporulation protein AD,UPI000B9817E1,Petroclostridium xylanilyticum,340,1792311
UniRef100_UPI001C3C169A/3-334,Cluster: stage V sporulation protein AD,UPI001C3C169A,Paenibacillus solanacearum,338,2048548
UniRef100_UPI00047DD719/4-336,Cluster: stage V sporulation protein AD,UPI00047DD719,Caldanaerobius polysaccharolyticus,337,44256
UniRef100_A0A4R7KC15/3-333,Cluster: Stage V sporulation protein AD,A0A4R7KC15,Fonticella tunisiensis,333,1096341
UniRef100_UPI00106FCFC4/3-332,Cluster: stage V sporulation protein AD,UPI00106FCFC4,Ammoniphilus sp. YIM 78166,335,1644106
UniRef100_U4R4R2/4-336,Cluster: Stage V sporulation protein AD,U4R4R2,Ruminiclostridium papyrosolvens C7,339,1330534
UniRef100_A0A1M6T841/4-334,Cluster: Stage V sporulation protein AD,A0A1M6T841,Caminicella sporogenes DSM 14501,338,1121266
UniRef100_UPI00101C89E4/3-333,Cluster: stage V sporulation protein AD,UPI00101C89E4,Anaerophilus nitritogenes,335,2498136
UniRef100_A0A3Q9I9W6/3-334,Cluster: Stage V sporulation protein AD,A0A3Q9I9W6,Paenibacillus lutimineralis,335,2707005
UniRef100_A0A2T0B1E4/3-333,Cluster: Stage V sporulation protein AD,A0A2T0B1E4,Clostridium liquoris,333,1289519
UniRef100_UPI000465959A/4-336,Cluster: stage V sporulation protein AD,UPI000465959A,Ruminiclostridium josui (Clostridium josui),339,1499
UniRef100_A0A7X8JQT8/4-336,Cluster: Stage V sporulation protein AD,A0A7X8JQT8,Epulopiscium sp.,339,2384
UniRef100_UPI001CA5FC2C/3-333,Cluster: stage V sporulation protein AD,UPI001CA5FC2C,Crassaminicella profunda,333,1286698
UniRef100_A0A8F5G2M8/4-336,Cluster: Stage V sporulation protein AD,A0A8F5G2M8,Crassaminicella sp. 143-21,340,2855394
UniRef100_UPI000838BA95/3-334,Cluster: stage V sporulation protein AD,UPI000838BA95,unclassified Paenibacillus,335,185978
UniRef100_A0A2T0AVM5/5-337,Cluster: Stage V sporulation protein AD,A0A2T0AVM5,Moorella humiferrea,338,676965
UniRef100_A0A1V4SJ94/5-336,Cluster: Stage V sporulation protein AD,A0A1V4SJ94,Ruminiclostridium hungatei (Clostridium hungatei),339,48256
UniRef100_A0A5S5AQH1/4-335,Cluster: Stage V sporulation protein AD,A0A5S5AQH1,Thermosediminibacter litoriperuensis,336,291989
UniRef100_F1T8C2/4-336,Cluster: Stage V sporulation protein AD,F1T8C2,Ruminiclostridium papyrosolvens DSM 2782,339,588581
UniRef100_A0A4Y7RV34/4-334,Cluster: Stage V sporulation protein AD,A0A4Y7RV34,Pelotomaculum propionicicum,336,258475
UniRef100_UPI0001FADF61/3-333,Cluster: stage V sporulation protein AD,UPI0001FADF61,Desulfotomaculum nigrificans,335,1565
UniRef100_UPI0005A0D0DC/4-336,Cluster: stage V sporulation protein AD,UPI0005A0D0DC,Alkaliphilus metalliredigens,340,208226
UniRef100_A6TQB0/5-337,Cluster: Stage V sporulation AD family protein,A6TQB0,Alkaliphilus metalliredigens (strain QYMF),341,293826
UniRef100_UPI000DA6357C/3-334,Cluster: stage V sporulation protein AD,UPI000DA6357C,Paenibacillus bouchesdurhonensis,338,1870990
UniRef100_F6B9Y7/3-333,Cluster: Stage V sporulation protein AD,F6B9Y7,Desulfotomaculum nigrificans (strain DSM 14880 / VKM B-2319 / CO-1-SRB) (Desulfotomaculum carboxydivorans),335,868595
UniRef100_UPI00119FC527/3-334,Cluster: stage V sporulation protein AD,UPI00119FC527,Geobacillus sp. (strain Y412MC10),336,481743
UniRef100_A0A3S8RXQ5/3-334,Cluster: Stage V sporulation protein AD,A0A3S8RXQ5,Paenibacillus lentus,338,1338368
UniRef100_UPI000832702C/3-333,Cluster: stage V sporulation protein AD,UPI000832702C,Desulfofarcimen intricatum,338,1285191
UniRef100_A0A3S1B7B3/3-335,Cluster: Stage V sporulation protein AD,A0A3S1B7B3,Paenibacillus zeisoli,339,2496267
UniRef100_D9S3P2/4-335,Cluster: Stage V sporulation protein AD,D9S3P2,Thermosediminibacter oceani (strain ATCC BAA-1034 / DSM 16646 / JW/IW-1228P),336,555079
UniRef100_A0A0Q9PHK1/3-334,Cluster: Stage V sporulation protein AD,A0A0Q9PHK1,Paenibacillus sp. Soil766,339,1736404
UniRef100_UPI00044A4D16/3-333,Cluster: stage V sporulation protein AD,UPI00044A4D16,Clostridium tetanomorphum,333,1553
UniRef100_S0FMC3/4-336,Cluster: Stage V sporulation protein AD,S0FMC3,Ruminiclostridium cellobioparum subsp. termitidis CT1112,339,1195236
UniRef100_A0A4R2KGP9/4-333,Cluster: Stage V sporulation protein AD,A0A4R2KGP9,Marinisporobacter balticus,333,2018667
UniRef100_A0A329MQQ3/3-335,Cluster: Stage V sporulation protein AD,A0A329MQQ3,Paenibacillus contaminans,339,450362
UniRef100_UPI000837E5B7/3-335,Cluster: stage V sporulation protein AD,UPI000837E5B7,Paenibacillus,337,44249
UniRef100_UPI0011A21970/3-334,Cluster: stage V sporulation protein AD,UPI0011A21970,Geobacillus sp. (strain Y412MC10),336,481743
UniRef100_UPI0018AC14C0/3-333,Cluster: stage V sporulation protein AD,UPI0018AC14C0,Lutibacter sp. B2,333,2789328
UniRef100_A0A2G2MMM2/4-336,Cluster: Stage V sporulation protein AD,A0A2G2MMM2,Alkaliphilus sp.,340,1872455
UniRef100_A0A7W0I0V6/3-334,Cluster: Stage V sporulation protein AD,A0A7W0I0V6,Paenibacillus sp. CGMCC 1.16610,339,2755557
UniRef100_A0A2T4Z7A6/4-333,Cluster: Stage V sporulation protein AD,A0A2T4Z7A6,Desmospora activa DSM 45169,338,1121389
UniRef100_A0A285GSM6/2-333,Cluster: Stage V sporulation protein AD,A0A285GSM6,Orenia metallireducens,334,1413210
UniRef100_A0A1G4PUB2/3-334,Cluster: Stage V sporulation protein AD,A0A1G4PUB2,Paenibacillus tianmuensis,337,624147
UniRef100_A0A1V5BR24/3-334,Cluster: Stage V sporulation protein AD,A0A1V5BR24,Pelotomaculum sp. PtaU1.Bin065,336,1811696
UniRef100_A0A3S1DKL5/3-334,Cluster: Stage V sporulation protein AD,A0A3S1DKL5,Paenibacillus anaericanus,334,170367
UniRef100_A0A355RWS3/4-336,Cluster: Stage V sporulation protein AD,A0A355RWS3,Clostridiaceae bacterium,338,1898204
UniRef100_UPI001266B22D/4-335,Cluster: stage V sporulation protein AD,UPI001266B22D,Paenibacillus guangzhouensis,339,1473112
UniRef100_A0A2W4JY59/4-335,Cluster: Stage V sporulation protein AD,A0A2W4JY59,Firmicutes bacterium,336,1879010
UniRef100_UPI0013D5C6DC/3-334,Cluster: stage V sporulation protein AD,UPI0013D5C6DC,Paenibacillus favisporus,336,221028
UniRef100_UPI000B7EE435/3-334,Cluster: stage V sporulation protein AD,UPI000B7EE435,Paenibacillus,336,44249
UniRef100_UPI001B2E592B/3-334,Cluster: stage V sporulation protein AD,UPI001B2E592B,Paenibacillus,336,44249
UniRef100_A0A3D9GXX2/3-334,Cluster: Stage V sporulation protein AD,A0A3D9GXX2,Paenibacillus sp. VMFN-D1,336,2135608
UniRef100_UPI001563BA08/3-334,Cluster: stage V sporulation protein AD,UPI001563BA08,Paenibacillus qinlingensis,339,1837343
UniRef100_UPI0012676348/3-334,Cluster: stage V sporulation protein AD,UPI0012676348,Paenibacillus cellulositrophicus,336,562959
UniRef100_A0A1K1MKE9/3-334,Cluster: Stage V sporulation protein AD,A0A1K1MKE9,Paenibacillus sp. UNCCL117,336,1502764
UniRef100_A0A7X3CS07/3-336,Cluster: Stage V sporulation protein AD,A0A7X3CS07,Paenibacillus validus,338,44253
UniRef100_UPI000480CE54/4-336,Cluster: stage V sporulation protein AD,UPI000480CE54,Ruminiclostridium cellobioparum (Clostridium cellobioparum),339,29355
UniRef100_A0A369AYP6/3-334,Cluster: Stage V sporulation protein AD,A0A369AYP6,Fontibacillus phaseoli,336,1416533
UniRef100_UPI00042A7AD9/3-334,Cluster: stage V sporulation protein AD,UPI00042A7AD9,Paenibacillus taiwanensis,338,401638
UniRef100_A0A7X2Z123/3-334,Cluster: Stage V sporulation protein AD,A0A7X2Z123,Paenibacillus woosongensis,338,307580
UniRef100_A0A7X9CPA6/3-336,Cluster: Stage V sporulation protein AD,A0A7X9CPA6,Tissierellia bacterium,339,2049431
UniRef100_UPI001B281C5D/3-334,Cluster: stage V sporulation protein AD,UPI001B281C5D,Paenibacillus woosongensis,338,307580
UniRef100_UPI000380E0A9/4-335,Cluster: stage V sporulation protein AD,UPI000380E0A9,Paenibacillus terrigena,339,369333
UniRef100_A0A267MNC9/3-332,Cluster: Stage V sporulation protein AD,A0A267MNC9,Anaeromicrobium sediminis,333,1478221
UniRef100_UPI0009AEDB53/3-334,Cluster: stage V sporulation protein AD,UPI0009AEDB53,Paenibacillus sp. 32352,337,1969111
UniRef100_A0A6L8UVS7/3-334,Cluster: Stage V sporulation protein AD,A0A6L8UVS7,Paenibacillus silvestris,339,2606219
UniRef100_A0A117SJ52/4-336,Cluster: Stage V sporulation protein AD,A0A117SJ52,Clostridia bacterium BRH_c25,342,1734399
UniRef100_UPI0004219325/3-333,Cluster: stage V sporulation protein AD,UPI0004219325,Aneurinibacillus terranovensis,337,278991
UniRef100_A0A197ZY68/3-334,Cluster: Stage V sporulation protein AD,A0A197ZY68,Paenibacillus oryzisoli,339,1850517
UniRef100_A0A6I3SMC6/3-335,Cluster: Stage V sporulation protein AD,A0A6I3SMC6,Heliobacterium mobile (Heliobacillus mobilis),337,28064
UniRef100_UPI00037445EE/3-334,Cluster: stage V sporulation protein AD,UPI00037445EE,Paenibacillus fonticola,338,379896
UniRef100_A0A1M6MCA6/2-333,Cluster: Stage V sporulation protein AD,A0A1M6MCA6,Tepidibacter formicigenes DSM 15518,334,1123349
UniRef100_A0A081P8T7/3-334,Cluster: SpoVAD,A0A081P8T7,Paenibacillus tyrfis,337,1501230
UniRef100_UPI001490D7FA/3-334,Cluster: stage V sporulation protein AD,UPI001490D7FA,Paenibacillus plantarum,339,2654975
UniRef100_A0A162KQU6/3-334,Cluster: Stage V sporulation protein AD,A0A162KQU6,Paenibacillus crassostreae,339,1763538
UniRef100_UPI001CF1EDD3/3-333,Cluster: stage V sporulation protein AD,UPI001CF1EDD3,Clostridium algoriphilum,333,198347
UniRef100_A0A167VRC0/3-334,Cluster: Stage V sporulation protein AD,A0A167VRC0,Paenibacillus macquariensis (Bacillus macquariensis),339,1468
UniRef100_A0A5C0SEE7/3-333,Cluster: Stage V sporulation protein AD,A0A5C0SEE7,Crassaminicella thermophila,333,2599308
UniRef100_UPI0006CFCBA2/3-336,Cluster: stage V sporulation protein AD,UPI0006CFCBA2,Paenibacillus,338,44249
UniRef100_UPI001AE21752/3-334,Cluster: stage V sporulation protein AD,UPI001AE21752,Paenibacillus sediminis,336,664909
UniRef100_A0A4P6BBM2/5-337,Cluster: Stage V sporulation protein AD,A0A4P6BBM2,Moorella sp. E306M,338,2572683
UniRef100_F6DPW6/4-333,Cluster: Stage V sporulation protein AD,F6DPW6,Desulfotomaculum ruminis (strain ATCC 23193 / DSM 2154 / NCIMB 8452 / DL),335,696281
UniRef100_UPI000405F6B8/3-334,Cluster: stage V sporulation protein AD,UPI000405F6B8,Paenibacillus harenae,338,306543
UniRef100_UPI0006B678F6/3-333,Cluster: stage V sporulation protein AD,UPI0006B678F6,Inediibacterium massiliense,335,1658111
UniRef100_UPI001CA696F6/4-336,Cluster: stage V sporulation protein AD,UPI001CA696F6,Crassaminicella profunda,340,1286698
UniRef100_UPI0006D85A85/3-334,Cluster: stage V sporulation protein AD,UPI0006D85A85,Paenibacillus ihumii,338,687436
UniRef100_UPI001AA6405D/7-339,Cluster: stage V sporulation protein AD,UPI001AA6405D,Clostridium polyendosporum,340,69208
UniRef100_A0A2S8PND1/3-334,Cluster: Stage V sporulation protein AD,A0A2S8PND1,Paenibacillus sp. AR247,336,1631599
UniRef100_A0A140L0Y2/4-336,Cluster: Stage V sporulation protein AD,A0A140L0Y2,Thermotalea metallivorans,338,520762
UniRef100_A0A4V5LRW4/3-334,Cluster: Stage V sporulation protein AD,A0A4V5LRW4,Cohnella pontilimi,339,2564100
UniRef100_A0A5C0SD46/4-336,Cluster: Stage V sporulation protein AD,A0A5C0SD46,Crassaminicella thermophila,337,2599308
UniRef100_UPI00110F6A35/3-334,Cluster: stage V sporulation protein AD,UPI00110F6A35,Paenibacillus thermoaerophilus,338,1215385
UniRef100_A0A0Q9N985/3-334,Cluster: Stage V sporulation protein AD,A0A0Q9N985,Paenibacillus sp. Soil750,339,1736398
UniRef100_A0A7Y0EGM4/3-333,Cluster: Stage V sporulation protein AD,A0A7Y0EGM4,Clostridium sp. P21,333,2716538
UniRef100_UPI00156EB64E/6-338,Cluster: stage V sporulation protein AD,UPI00156EB64E,Clostridium beijerinckii (Clostridium MP),341,1520
UniRef100_A0A163VZH5/3-334,Cluster: Stage V sporulation protein AD,A0A163VZH5,Paenibacillus elgii,337,189691
UniRef100_UPI000490E955/3-334,Cluster: stage V sporulation protein AD,UPI000490E955,Paenibacillus sp. UNC451MF,337,1449063
UniRef100_A0A1T2XKK9/4-335,Cluster: Stage V sporulation protein AD,A0A1T2XKK9,Paenibacillus selenitireducens,339,1324314
UniRef100_A0A839TK58/3-334,Cluster: Stage V sporulation protein AD,A0A839TK58,Paenibacillus rhizosphaerae,336,297318
UniRef100_A0A1M4M7B8/4-336,Cluster: Stage V sporulation protein AD,A0A1M4M7B8,Proteiniborus sp. DW1,338,1889883
UniRef100_UPI0015764C67/3-334,Cluster: stage V sporulation protein AD,UPI0015764C67,Paenibacillus sp. JMULE4,339,2518342
UniRef100_UPI001C129849/4-336,Cluster: stage V sporulation protein AD,UPI001C129849,Alkaliphilus sp. MSJ-5,340,2841507
UniRef100_UPI000248DCF5/3-334,Cluster: stage V sporulation protein AD,UPI000248DCF5,Paenibacillus elgii,337,189691
UniRef100_UPI00190B3E5A/3-334,Cluster: stage V sporulation protein AD,UPI00190B3E5A,Paenibacillus sp. S28,336,2767463
UniRef100_UPI00047901EC/3-333,Cluster: stage V sporulation protein AD,UPI00047901EC,Alkaliphilus transvaalensis,333,114628
UniRef100_A0A1S6IVT7/3-333,Cluster: Stage V sporulation protein AD,A0A1S6IVT7,Desulfotomaculum ferrireducens,335,1833852
UniRef100_A0A1S9N3T8/6-338,Cluster: Stage V sporulation protein AD,A0A1S9N3T8,Clostridium beijerinckii (Clostridium MP),341,1520
UniRef100_UPI00195B88C5/5-335,Cluster: stage V sporulation protein AD,UPI00195B88C5,Caldicoprobacter guelmensis,338,1170224
UniRef100_A0A7X2ZNY1/3-334,Cluster: Stage V sporulation protein AD,A0A7X2ZNY1,Paenibacillus timonensis,334,225915
UniRef100_UPI00187393B3/3-334,Cluster: stage V sporulation protein AD,UPI00187393B3,Paenibacillus sp. DXFW5,334,2780073
UniRef100_UPI0019074D88/3-333,Cluster: stage V sporulation protein AD,UPI0019074D88,Clostridium sp. YIM B02505,333,2800325
UniRef100_M1ZFR8/4-336,Cluster: Stage V sporulation protein AD,M1ZFR8,[Clostridium] ultunense Esp,339,1288971
UniRef100_A0A7Y6BRT2/3-334,Cluster: Stage V sporulation protein AD,A0A7Y6BRT2,Paenibacillus xylanilyticus,339,248903
UniRef100_A0A7C6VRP9/4-336,Cluster: Stage V sporulation protein AD,A0A7C6VRP9,Epulopiscium sp.,339,2384
UniRef100_UPI00140AC578/3-334,Cluster: stage V sporulation protein AD,UPI00140AC578,Paenibacillus sp. S3N08,337,2716264
UniRef100_UPI001BA61E07/4-336,Cluster: stage V sporulation protein AD,UPI001BA61E07,Alkaliphilus sp. B6464,340,2731219
UniRef100_UPI000370FA5A/3-334,Cluster: stage V sporulation protein AD,UPI000370FA5A,Paenibacillus ginsengihumi,339,431596
UniRef100_A0A1M4V4M7/4-335,Cluster: Stage V sporulation protein AD,A0A1M4V4M7,Thermoanaerobacter uzonensis DSM 18761,337,1123369
UniRef100_A0A259TJ13/3-334,Cluster: Stage V sporulation protein AD,A0A259TJ13,Paenibacillus sp. XY044,336,2026089
UniRef100_A0A1Z5HPB5/6-336,Cluster: Stage V sporulation protein AD,A0A1Z5HPB5,Calderihabitans maritimus,337,1246530
UniRef100_UPI00039D4512/3-334,Cluster: stage V sporulation protein AD,UPI00039D4512,Paenibacillus phocaensis,334,1776378
UniRef100_A0A841KQK0/4-336,Cluster: Stage V sporulation protein AD,A0A841KQK0,Anaerosolibacter carboniphilus,340,1417629
UniRef100_UPI00192B270C/4-336,Cluster: stage V sporulation protein AD,UPI00192B270C,Sporosalibacterium faouarense,339,516123
UniRef100_A0A2T0YCS1/2-334,Cluster: Stage V sporulation protein AD,A0A2T0YCS1,Laceyella sediminis,339,573074
UniRef100_UPI0006D578E6/3-334,Cluster: stage V sporulation protein AD,UPI0006D578E6,Paenibacillus,339,44249
UniRef100_UPI001C0B022B/3-333,Cluster: stage V sporulation protein AD,UPI001C0B022B,Clostridium lacusfryxellense,333,205328
UniRef100_V6LZK3/3-334,Cluster: SpoVAD,V6LZK3,Brevibacillus panacihumi W25,339,1408254
UniRef100_A0A4Y7RFS7/3-333,Cluster: Stage V sporulation protein AD,A0A4Y7RFS7,Pelotomaculum schinkii,335,78350
UniRef100_UPI001AE259EB/3-332,Cluster: stage V sporulation protein AD,UPI001AE259EB,Ammoniphilus resinae,333,861532
UniRef100_A0A1G8ZU24/3-333,Cluster: Stage V sporulation protein AD,A0A1G8ZU24,Natronincola ferrireducens,333,393762
UniRef100_UPI00178BA498/3-334,Cluster: stage V sporulation protein AD,UPI00178BA498,Paenibacillus sp. OAS669,337,2663821
UniRef100_A0A1M4SS24/3-334,Cluster: Stage V sporulation protein AD,A0A1M4SS24,Seinonella peptonophila,338,112248
UniRef100_A0A7C9HIC9/4-336,Cluster: Stage V sporulation protein AD,A0A7C9HIC9,Firmicutes bacterium,339,1879010
UniRef100_A0A4R4ECF4/4-335,Cluster: Stage V sporulation protein AD,A0A4R4ECF4,Paenibacillus albiflavus,338,2545760
UniRef100_UPI00073F9A08/3-334,Cluster: stage V sporulation protein AD,UPI00073F9A08,Paenibacillus rubinfantis,334,1720296
UniRef100_A0A2I7SQ91/2-334,Cluster: Stage V sporulation protein AD,A0A2I7SQ91,Laceyella sacchari (Thermoactinomyces thalpophilus),339,37482
UniRef100_UPI0011A6402C/4-334,Cluster: stage V sporulation protein AD,UPI0011A6402C,Paenibacillaceae,338,186822
UniRef100_A0A223D526/2-333,Cluster: Stage V sporulation protein AD,A0A223D526,Tumebacillus algifaecis,340,1214604
UniRef100_A0A7X8PZP1/4-336,Cluster: Stage V sporulation protein AD,A0A7X8PZP1,Clostridiaceae bacterium,339,1898204
UniRef100_I7LHR2/4-336,Cluster: Stage V sporulation protein AD (SpoVAD),I7LHR2,Caloramator australicus RC3,340,857293
UniRef100_A0A7X4Z6U4/4-335,Cluster: Stage V sporulation protein AD,A0A7X4Z6U4,Lachnospiraceae bacterium,337,1898203
UniRef100_UPI00087F5CCD/3-334,Cluster: stage V sporulation protein AD,UPI00087F5CCD,Paenibacillus,339,44249
UniRef100_A0A6I5ZVL9/5-337,Cluster: Stage V sporulation protein AD,A0A6I5ZVL9,Moorella glycerini,339,55779
UniRef100_A0A8G0I3K4/3-334,Cluster: Stage V sporulation protein AD,A0A8G0I3K4,Paenibacillus sp. sptzw28,336,715179
UniRef100_A0A2K2F586/4-336,Cluster: Stage V sporulation protein AD,A0A2K2F586,Pseudoclostridium thermosuccinogenes,339,84032
UniRef100_A0A0U2ILQ6/3-334,Cluster: SpoVAD,A0A0U2ILQ6,Paenibacillus naphthalenovorans,337,162209
UniRef100_G2MVD7/15-346,Cluster: Stage V sporulation protein AD,G2MVD7,Thermoanaerobacter wiegelii Rt8.B1,348,697303
UniRef100_UPI001C0FB75D/3-335,Cluster: stage V sporulation protein AD,UPI001C0FB75D,Clostridium sp. MSJ-11,340,2841512
UniRef100_UPI000D6C4C94/5-335,Cluster: stage V sporulation protein AD,UPI000D6C4C94,Murimonas intestini,336,1337051
UniRef100_A0A7C6UW98/4-336,Cluster: Stage V sporulation protein AD,A0A7C6UW98,Clostridiaceae bacterium,339,1898204
UniRef100_UPI000FDB02C3/3-334,Cluster: stage V sporulation protein AD,UPI000FDB02C3,Paenibacillus ehimensis,337,79264
UniRef100_A0A1V5M682/4-336,Cluster: Stage V sporulation protein AD,A0A1V5M682,Firmicutes bacterium ADurb.Bin419,339,1852892
UniRef100_A0A4Y8LQF1/3-334,Cluster: Stage V sporulation protein AD,A0A4Y8LQF1,Cohnella luojiensis,338,652876
UniRef100_M8D1E2/4-335,Cluster: Stage V sporulation protein AD,M8D1E2,Thermoanaerobacter thermohydrosulfuricus WC1,337,1198630
UniRef100_A0A7X3FGT9/6-336,Cluster: Stage V sporulation protein AD,A0A7X3FGT9,Paenibacillus lutrae,339,2078573
UniRef100_A0A7X2ZEP4/3-334,Cluster: Stage V sporulation protein AD,A0A7X2ZEP4,Paenibacillus validus,339,44253
UniRef100_UPI0014914614/3-334,Cluster: stage V sporulation protein AD,UPI0014914614,Paenibacillus foliorum,338,2654974
UniRef100_A0A1I0H422/3-333,Cluster: Stage V sporulation protein AD,A0A1I0H422,Natronincola peptidivorans,333,426128
UniRef100_UPI001A242357/3-333,Cluster: stage V sporulation protein AD,UPI001A242357,Clostridium aciditolerans,333,339861
UniRef100_UPI0014912851/3-334,Cluster: stage V sporulation protein AD,UPI0014912851,Paenibacillus planticolens,339,2654976
UniRef100_A0A7C6RDM3/4-335,Cluster: Stage V sporulation protein AD,A0A7C6RDM3,Clostridia bacterium,337,2044939
UniRef100_A0A4R3LEC9/3-334,Cluster: Stage V sporulation protein AD,A0A4R3LEC9,Hazenella coriacea,339,1179467
UniRef100_A0A097ARI3/4-335,Cluster: Stage V sporulation protein AD,A0A097ARI3,Thermoanaerobacter kivui (Acetogenium kivui),337,2325
UniRef100_I8R170/15-346,Cluster: Stage V sporulation protein AD,I8R170,Thermoanaerobacter siderophilus SR4,348,880478
UniRef100_UPI00197D24D4/3-334,Cluster: stage V sporulation protein AD,UPI00197D24D4,Paenibacillus apiarius,335,46240
UniRef100_A0A101D9B6/4-335,Cluster: Stage V sporulation protein AD,A0A101D9B6,Thermoanaerobacter thermocopriae,337,29350
UniRef100_UPI0014787647/6-335,Cluster: stage V sporulation protein AD,UPI0014787647,Paenibacillus,338,44249
UniRef100_F5LN92/7-336,Cluster: Stage V sporulation protein AD,F5LN92,Paenibacillus sp. HGF7,339,944559
UniRef100_A0A1G7ENZ0/3-334,Cluster: Stage V sporulation protein AD,A0A1G7ENZ0,Fontibacillus panacisegetis,336,670482
UniRef100_A0A140L4J1/3-332,Cluster: Stage V sporulation protein AD,A0A140L4J1,Thermotalea metallivorans,333,520762
UniRef100_A0A1V0UPR6/3-334,Cluster: Stage V sporulation protein AD,A0A1V0UPR6,Paenibacillus larvae subsp. pulvifaciens,337,1477
