id,name,RepID,species,len,Tax
UniRef100_UPI000C0BCB1E/1-116,Cluster: stage V sporulation protein AE,UPI000C0BCB1E,Fredinandcohnia onubensis,116,1571209
UniRef100_A0A3D8VMS9/1-116,Cluster: Stage V sporulation protein AE,A0A3D8VMS9,Halobacillus trueperi,116,156205
UniRef100_A0A371RWU7/1-116,Cluster: Stage V sporulation protein AE,A0A371RWU7,Bacillus sp. HNG,116,2293325
UniRef100_D3FZW5/1-116,Cluster: Sporulation protein,D3FZW5,Alkalihalobacillus pseudofirmus (strain ATCC BAA-2126 / JCM 17055 / OF4) (Bacillus pseudofirmus),116,398511
UniRef100_W2EH23/3-118,Cluster: Stage V sporulation protein AE,W2EH23,Paenibacillus larvae subsp. larvae DSM 25719,118,697286
UniRef100_A0A098ETA3/1-116,Cluster: Stage V sporulation protein AE,A0A098ETA3,Peribacillus simplex,116,1478
UniRef100_UPI001CFAE211/1-116,Cluster: stage V sporulation protein AE,UPI001CFAE211,Bacillus shivajii,116,1983719
UniRef100_A0A1S2M4B8/1-116,Cluster: Stage V sporulation protein AE,A0A1S2M4B8,Anaerobacillus isosaccharinicus,116,1532552
UniRef100_UPI000BB9A325/1-116,Cluster: stage V sporulation protein AE,UPI000BB9A325,Bacillus sp. FJAT-44876,116,2011013
UniRef100_UPI000BBAB3F0/1-116,Cluster: stage V sporulation protein AE,UPI000BBAB3F0,Alteribacter populi,116,2011011
UniRef100_A0A1Y0CNQ7/1-116,Cluster: Stage V sporulation protein AE,A0A1Y0CNQ7,Sutcliffiella horikoshii,116,79883
UniRef100_UPI000EABD5D3/1-116,Cluster: stage V sporulation protein AE,UPI000EABD5D3,Ferdinandcohnia aciditolerans (strain JCM 32973 / CCTCC AB 2017280 / YN-1) (Bacillus aciditolerans),116,72581
UniRef100_UPI0019616FA2/1-116,Cluster: stage V sporulation protein AE,UPI0019616FA2,Thalassobacillus pellis,116,748008
UniRef100_UPI0002D92800/1-116,Cluster: stage V sporulation protein AE,UPI0002D92800,Robertmurraya massiliosenegalensis,116,1287657
UniRef100_A0A0J1HPK8/1-116,Cluster: Stage V sporulation protein AEB,A0A0J1HPK8,Niallia circulans (Bacillus circulans),116,1397
UniRef100_A0A098FEJ7/1-116,Cluster: Stage V sporulation protein AE,A0A098FEJ7,Peribacillus simplex,116,1478
UniRef100_UPI000289E461/1-116,Cluster: stage V sporulation protein AE,UPI000289E461,Oceanobacillus massiliensis,116,1465765
UniRef100_A0A2N6RMY4/1-116,Cluster: Stage V sporulation protein AE,A0A2N6RMY4,Bacillus sp. UMB0899,116,2029108
UniRef100_UPI00037CF1C4/1-116,Cluster: stage V sporulation protein AE,UPI00037CF1C4,Paenibacillus terrigena,116,369333
UniRef100_UPI000CCC6BF9/1-116,Cluster: stage V sporulation protein AE,UPI000CCC6BF9,Brevibacillus reuszeri,116,54915
UniRef100_UPI0007AC1C4B/1-116,Cluster: stage V sporulation protein AE,UPI0007AC1C4B,Brevibacillus parabrevis,116,54914
UniRef100_A0A1L3MQB9/1-116,Cluster: Stage V sporulation protein AE,A0A1L3MQB9,Bacillus weihaiensis,116,1547283
UniRef100_A0A1H0SWR4/1-116,Cluster: Stage V sporulation protein AE,A0A1H0SWR4,Halobacillus aidingensis,116,240303
UniRef100_UPI000361A865/1-116,Cluster: stage V sporulation protein AE,UPI000361A865,Alkalihalobacillus ligniniphilus,116,1134413
UniRef100_UPI00047B52C4/1-116,Cluster: stage V sporulation protein AE,UPI00047B52C4,Alkalihalobacillus bogoriensis,116,246272
UniRef100_A0A5C8P2M1/1-116,Cluster: Stage V sporulation protein AE,A0A5C8P2M1,Cerasibacillus terrae,116,2498845
UniRef100_A0A410M730/1-116,Cluster: Stage V sporulation protein AE,A0A410M730,Halobacillus litoralis,116,45668
UniRef100_A0A150N6K5/5-118,Cluster: Uncharacterized protein,A0A150N6K5,Geobacillus stearothermophilus (Bacillus stearothermophilus),118,1422
UniRef100_A0A6N8FQF2/1-116,Cluster: Stage V sporulation protein AE,A0A6N8FQF2,Ornithinibacillus caprae,116,2678566
UniRef100_UPI0015E7C00B/1-116,Cluster: stage V sporulation protein AE,UPI0015E7C00B,Thalassobacillus sp. CUG 92003,116,2736641
UniRef100_UPI000A1C8FAE/1-116,Cluster: stage V sporulation protein AE,UPI000A1C8FAE,Thalassobacillus devorans,116,279813
UniRef100_UPI000B430BB5/1-116,Cluster: stage V sporulation protein AE,UPI000B430BB5,Alkalihalobacillus urbisdiaboli,116,1960589
UniRef100_A0A2W0HQM7/1-116,Cluster: Stage V sporulation protein AE,A0A2W0HQM7,Bacillus lacisalsi,116,2045244
UniRef100_A0A0X8DB08/1-116,Cluster: Stage V sporulation protein AEB,A0A0X8DB08,Aneurinibacillus sp. XH2,116,1450761
UniRef100_UPI0007847467/1-116,Cluster: stage V sporulation protein AE,UPI0007847467,Thalassobacillus devorans,116,279813
UniRef100_UPI00195FFBD0/1-116,Cluster: stage V sporulation protein AE,UPI00195FFBD0,Thalassobacillus pellis,116,748008
UniRef100_UPI00101DA803/1-116,Cluster: stage V sporulation protein AE,UPI00101DA803,Ectobacillus funiculus,116,137993
UniRef100_UPI001CBDA300/1-116,Cluster: stage V sporulation protein AE,UPI001CBDA300,Sutcliffiella horikoshii,116,79883
UniRef100_UPI000996DF77/1-116,Cluster: stage V sporulation protein AE,UPI000996DF77,Bacillus alkalicellulosilyticus,116,1912214
UniRef100_A0A269WAJ0/1-116,Cluster: Stage V sporulation protein AE,A0A269WAJ0,Paenibacillus sp. 7541,116,2026236
UniRef100_UPI000372D1D7/1-116,Cluster: stage V sporulation protein AE,UPI000372D1D7,Salsuginibacillus kocurii,116,427078
UniRef100_UPI00073F1549/1-116,Cluster: stage V sporulation protein AE,UPI00073F1549,Paenibacillus senegalimassiliensis,116,1737426
UniRef100_A0A7Y0KD97/1-116,Cluster: Stage V sporulation protein AE,A0A7Y0KD97,Niallia alba,116,2729105
UniRef100_UPI000D0E3AC7/1-116,Cluster: stage V sporulation protein AE,UPI000D0E3AC7,Paenibacillus faecalis,116,2079532
UniRef100_A0A023CTG8/5-118,Cluster: Stage V sporulation protein AE,A0A023CTG8,Parageobacillus genomosp. 1,118,1295642
UniRef100_A0A1H4CGG6/1-116,Cluster: Stage V sporulation protein AE,A0A1H4CGG6,Thalassobacillus cyri,116,571932
UniRef100_UPI00194F8B17/1-116,Cluster: stage V sporulation protein AE,UPI00194F8B17,Bacillus sp. RD4P76,116,2810349
UniRef100_A0A5C6WA27/1-116,Cluster: Stage V sporulation protein AE,A0A5C6WA27,Metabacillus litoralis,116,152268
UniRef100_A0A7V6XMI2/1-116,Cluster: Stage V sporulation protein AE,A0A7V6XMI2,Bacilli bacterium,116,1903720
UniRef100_A0A1I2MXG7/1-116,Cluster: Stage V sporulation protein AE,A0A1I2MXG7,Planifilum fulgidum,116,201973
UniRef100_A0A3S0JXI7/1-116,Cluster: Stage V sporulation protein AE,A0A3S0JXI7,Bacillus yapensis,116,2492960
UniRef100_UPI00048A44F5/1-116,Cluster: stage V sporulation protein AE,UPI00048A44F5,Thalassobacillus devorans,116,279813
UniRef100_UPI000D37F790/1-116,Cluster: stage V sporulation protein AE,UPI000D37F790,Ureibacillus chungkukjangi,116,1202712
UniRef100_UPI000BB84948/1-116,Cluster: stage V sporulation protein AE,UPI000BB84948,Bacillus sp. FJAT-45350,116,2011014
UniRef100_A0A3M8D1Y2/1-116,Cluster: Stage V sporulation protein AE,A0A3M8D1Y2,Brevibacillus fluminis,116,511487
UniRef100_A0A3M8ANG6/1-116,Cluster: Stage V sporulation protein AE,A0A3M8ANG6,Brevibacillus gelatini,116,1655277
UniRef100_A0A2N5FGT7/1-116,Cluster: Stage V sporulation protein AE,A0A2N5FGT7,Bacillus sp. UMB0893,116,2066053
UniRef100_A0A0J5GZE8/1-116,Cluster: Stage V sporulation protein AEB,A0A0J5GZE8,Bacillus sp. LL01,116,1665556
UniRef100_UPI000400F26D/1-116,Cluster: stage V sporulation protein AE,UPI000400F26D,Salibacterium aidingense,116,384933
UniRef100_A0A263BUI3/4-117,Cluster: Stage V sporulation protein AE,A0A263BUI3,Lottiidibacillus patelloidae,117,2670334
UniRef100_A0A0Q0Z2P1/5-118,Cluster: Stage V sporulation protein AEB,A0A0Q0Z2P1,Geobacillus sp. PA-3,118,1699078
UniRef100_A0A0F2Q0T7/4-117,Cluster: Stage V sporulation protein AEB,A0A0F2Q0T7,Peptococcaceae bacterium BRH_c4b,117,1629717
UniRef100_A0A1H9A0E8/3-118,Cluster: Stage V sporulation protein AE,A0A1H9A0E8,Piscibacillus halophilus,118,571933
UniRef100_A0A1I4M727/1-116,Cluster: Stage V sporulation protein AE,A0A1I4M727,Salibacterium qingdaonense,116,266892
UniRef100_UPI0006D5521A/1-116,Cluster: stage V sporulation protein AE,UPI0006D5521A,Paenibacillus dakarensis,116,1527293
UniRef100_A0A5R9F463/1-116,Cluster: Stage V sporulation protein AE,A0A5R9F463,Alkalihalobacillus caeni,116,2574798
UniRef100_UPI00110EA687/1-116,Cluster: stage V sporulation protein AE,UPI00110EA687,Alteribacter natronophilus,116,2583810
UniRef100_A0A5P9HQ28/1-116,Cluster: SpoVA protein,A0A5P9HQ28,Bacillus sp. THAF10,116,2587848
UniRef100_UPI0018668403/5-118,Cluster: stage V sporulation protein AE,UPI0018668403,Anoxybacillus flavithermus,118,33934
UniRef100_Q9KCK1/1-116,Cluster: Sporulation protein,Q9KCK1,Alkalihalobacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans),116,272558
UniRef100_UPI000287DE78/4-118,Cluster: stage V sporulation protein AE,UPI000287DE78,Paenibacillus senegalensis,118,1465766
UniRef100_UPI001A909415/1-116,Cluster: stage V sporulation protein AE,UPI001A909415,Halobacillus,116,45667
UniRef100_A0A433RLE7/1-116,Cluster: Stage V sporulation protein AE,A0A433RLE7,Cohnella sp. AR92,116,648716
UniRef100_A0A1G8WFB0/1-116,Cluster: Stage V sporulation protein AE,A0A1G8WFB0,Sediminibacillus albus,116,407036
UniRef100_A0A1I2PJU1/1-116,Cluster: Stage V sporulation protein AE,A0A1I2PJU1,Priestia megaterium (Bacillus megaterium),116,1404
UniRef100_UPI000BB722A5/1-116,Cluster: stage V sporulation protein AE,UPI000BB722A5,Bacillus,116,1386
UniRef100_Q5L1P0/4-117,Cluster: Stage V sporulation protein AE,Q5L1P0,Geobacillus kaustophilus (strain HTA426),117,235909
UniRef100_A0A150KKQ2/1-116,Cluster: Uncharacterized protein,A0A150KKQ2,Heyndrickxia sporothermodurans,116,46224
UniRef100_A0A4Q1T0Y9/3-117,Cluster: Stage V sporulation protein AE,A0A4Q1T0Y9,Ammoniphilus sp. CFH 90114,117,2493665
UniRef100_A0A023DJC9/4-118,Cluster: Stage V sporulation protein AE,A0A023DJC9,Parageobacillus caldoxylosilyticus NBRC 107762,118,1220594
UniRef100_X0RNG2/1-116,Cluster: Stage V sporulation protein AE,X0RNG2,Bacillus sp. TS-2,116,1450694
UniRef100_A0A1S2LEB2/1-116,Cluster: Stage V sporulation protein AE,A0A1S2LEB2,Anaerobacillus alkalilacustris,116,393763
UniRef100_A0A060LWV2/1-116,Cluster: Stage V sporulation protein AEB,A0A060LWV2,Alkalihalobacillus lehensis G1,116,1246626
UniRef100_A0A1S2LTQ6/1-116,Cluster: Stage V sporulation protein AE,A0A1S2LTQ6,Anaerobacillus arseniciselenatis,116,85682
UniRef100_UPI0004B3E930/1-116,Cluster: stage V sporulation protein AE,UPI0004B3E930,Paucisalibacillus sp. EB02,116,1347087
UniRef100_UPI000BB6ACBE/5-118,Cluster: stage V sporulation protein AE,UPI000BB6ACBE,Geobacillus,118,129337
UniRef100_UPI001CFF5300/1-116,Cluster: stage V sporulation protein AE,UPI001CFF5300,Metabacillus litoralis,116,152268
UniRef100_A0A3E0J7V7/1-116,Cluster: Stage V sporulation protein AE,A0A3E0J7V7,Halobacillus trueperi,116,156205
UniRef100_A0A142CYQ3/5-118,Cluster: Stage V sporulation protein AE,A0A142CYQ3,Geobacillus sp. JS12,118,1813182
UniRef100_UPI000F460EA0/1-116,Cluster: stage V sporulation protein AE,UPI000F460EA0,Virgibacillus sp. LJ137,116,2293253
UniRef100_UPI0012E1A49A/1-116,Cluster: stage V sporulation protein AE,UPI0012E1A49A,Oceanobacillus salinisoli,116,2678611
UniRef100_A0A7Y0K8Z8/1-116,Cluster: Stage V sporulation protein AE,A0A7Y0K8Z8,Niallia alba,116,2729105
UniRef100_S5ZLG6/5-118,Cluster: Stage V sporulation protein AEB,S5ZLG6,Bacillus sp. (strain JF8),118,1921421
UniRef100_UPI0012472F40/1-116,Cluster: stage V sporulation protein AE,UPI0012472F40,Bacillus methanolicus,116,1471
UniRef100_UPI000781B761/1-116,Cluster: stage V sporulation protein AE,UPI000781B761,Thalassobacillus devorans,116,279813
UniRef100_UPI001CBAD1A7/1-116,Cluster: stage V sporulation protein AE,UPI001CBAD1A7,Bacillus sp. DG-18,116,2875501
UniRef100_UPI001266931C/1-116,Cluster: stage V sporulation protein AE,UPI001266931C,Paenibacillus guangzhouensis,116,1473112
UniRef100_UPI000B2BDA89/1-116,Cluster: stage V sporulation protein AE,UPI000B2BDA89,Alkalihalobacillus pseudofirmus (Bacillus pseudofirmus),116,79885
UniRef100_UPI00064DD59A/1-116,Cluster: stage V sporulation protein AE,UPI00064DD59A,Ornithinibacillus californiensis,116,161536
UniRef100_UPI001B8D394D/1-116,Cluster: stage V sporulation protein AE,UPI001B8D394D,Metabacillus sp. KIGAM252,116,2823519
UniRef100_UPI000A1CEC53/1-116,Cluster: stage V sporulation protein AE,UPI000A1CEC53,Thalassobacillus devorans,116,279813
UniRef100_A0A0B0IDF5/1-116,Cluster: Stage V sporulation protein AEB,A0A0B0IDF5,Alkalihalobacillus okhensis,116,333138
UniRef100_A0A1V9B858/5-118,Cluster: Stage V sporulation protein AE,A0A1V9B858,Geobacillus sp. 46C-IIa,118,1963025
UniRef100_A0A1I5NVM2/1-116,Cluster: Stage V sporulation protein AE,A0A1I5NVM2,Salibacterium halotolerans,116,1884432
UniRef100_UPI00040D1065/1-116,Cluster: stage V sporulation protein AE,UPI00040D1065,Bacillaceae,116,186817
UniRef100_A0A1X7HLC4/1-116,Cluster: Stage V sporulation protein AE,A0A1X7HLC4,Paenibacillus uliginis N3/975,116,1313296
UniRef100_UPI00036B4FE5/1-116,Cluster: stage V sporulation protein AE,UPI00036B4FE5,Cohnella laeviribosi,116,380174
UniRef100_UPI00048D53EA/1-116,Cluster: stage V sporulation protein AE,UPI00048D53EA,Paenibacillus sp. UNC451MF,116,1449063
UniRef100_A0A0M0KZ01/1-116,Cluster: Stage V sporulation protein AEB,A0A0M0KZ01,Priestia koreensis,116,284581
UniRef100_UPI0015548BB7/1-116,Cluster: stage V sporulation protein AE,UPI0015548BB7,Bacillus sp. WMMC1349,116,2736254
UniRef100_S7SYW3/11-124,Cluster: Stage V sporulation protein AE,S7SYW3,Geobacillus sp. WSUCF1,124,886559
UniRef100_UPI001A9F304C/1-116,Cluster: stage V sporulation protein AE,UPI001A9F304C,Metabacillus sp. BG109,116,2795218
UniRef100_A0A561X0W6/5-118,Cluster: Stage V sporulation protein AE,A0A561X0W6,Geobacillus sp. C56-T2,118,600773
UniRef100_A0A841T2P9/1-116,Cluster: Stage V sporulation protein AE,A0A841T2P9,Cohnella thailandensis,116,557557
UniRef100_UPI000B445AB4/1-116,Cluster: stage V sporulation protein AE,UPI000B445AB4,Bacillaceae,116,186817
UniRef100_UPI00166A37DD/1-116,Cluster: stage V sporulation protein AE,UPI00166A37DD,Halobacillus andaensis,116,1176239
UniRef100_A0A1X9MDN9/1-116,Cluster: SpoVA protein,A0A1X9MDN9,Alkalihalobacillus krulwichiae,116,199441
UniRef100_W7ZJD0/1-116,Cluster: Stage V sporulation protein AE,W7ZJD0,Bacillus sp. JCM 19047,116,1460641
UniRef100_A0A848M1R4/1-116,Cluster: Stage V sporulation protein AE,A0A848M1R4,Paenibacillus lemnae,116,1330551
UniRef100_UPI00047B24A8/1-116,Cluster: stage V sporulation protein AE,UPI00047B24A8,Alteribacter aurantiacus,116,254410
UniRef100_UPI001CBBA68B/1-116,Cluster: stage V sporulation protein AE,UPI001CBBA68B,Bacillus sp. BY2G20,116,2874282
UniRef100_A0A1H3X6T4/1-116,Cluster: Stage V sporulation protein AE,A0A1H3X6T4,Thalassobacillus cyri,116,571932
UniRef100_A0A2M9T6C6/5-118,Cluster: Stage V sporulation protein AE,A0A2M9T6C6,Geobacillus sp. WSUCF-018B,118,2055939
UniRef100_A0A1G7ZM15/1-116,Cluster: Stage V sporulation protein AE,A0A1G7ZM15,Alteribacillus persepolensis,116,568899
UniRef100_A0A143MHC8/5-118,Cluster: Stage V sporulation protein AEB,A0A143MHC8,Geobacillus subterraneus,118,129338
UniRef100_UPI0003619D6A/1-116,Cluster: stage V sporulation protein AE,UPI0003619D6A,Paenibacillus sanguinis,116,225906
UniRef100_A0A3S0UF42/5-118,Cluster: Stage V sporulation protein AE,A0A3S0UF42,Peribacillus cavernae,118,1674310
UniRef100_UPI0003FEF955/5-118,Cluster: stage V sporulation protein AE,UPI0003FEF955,Geobacillus thermodenitrificans,118,33940
UniRef100_A0A176JBW6/1-116,Cluster: Stage V sporulation protein AE,A0A176JBW6,Bacillus sp. SJS,116,1423321
UniRef100_A0A223KSJ5/1-116,Cluster: Stage V sporulation protein AE,A0A223KSJ5,Sutcliffiella cohnii,116,33932
UniRef100_A0A372LKW2/5-118,Cluster: Stage V sporulation protein AE,A0A372LKW2,Peribacillus glennii,118,2303991
UniRef100_A0A1N6N9E0/1-116,Cluster: Stage V sporulation protein AE,A0A1N6N9E0,Priestia flexa,116,86664
UniRef100_A0A845FBV1/1-116,Cluster: Stage V sporulation protein AE,A0A845FBV1,Halobacillus litoralis,116,45668
UniRef100_UPI000C08592B/1-116,Cluster: stage V sporulation protein AE,UPI000C08592B,Virgibacillus ndiopensis,116,2004408
UniRef100_A0A511VAE1/1-116,Cluster: Stage V sporulation protein AE,A0A511VAE1,Aneurinibacillus danicus,116,267746
UniRef100_UPI0007AB996E/4-118,Cluster: stage V sporulation protein AE,UPI0007AB996E,Neobacillus niacini,118,86668
UniRef100_UPI00158A20EA/1-116,Cluster: stage V sporulation protein AE,UPI00158A20EA,Piscibacillus halophilus,116,571933
UniRef100_A0A511WWZ0/1-116,Cluster: Stage V sporulation protein AEB,A0A511WWZ0,Halobacillus faecis,116,360184
UniRef100_A0A1S2QYB8/5-118,Cluster: Stage V sporulation protein AE,A0A1S2QYB8,Bacillus sp. MUM 13,118,1678001
UniRef100_UPI0012BA06AC/1-116,Cluster: stage V sporulation protein AE,UPI0012BA06AC,Priestia megaterium (Bacillus megaterium),116,1404
UniRef100_A0A2W7MM20/1-116,Cluster: Stage V sporulation protein AE,A0A2W7MM20,Psychrobacillus insolitus,116,1461
UniRef100_A0A890F9Z5/1-116,Cluster: Stage V sporulation protein AE,A0A890F9Z5,Brevibacillus choshinensis,116,54911
UniRef100_A0A0A2T8N2/1-116,Cluster: Stage V sporulation protein AEB,A0A0A2T8N2,Pontibacillus yanchengensis Y32,116,1385514
UniRef100_UPI0008320A36/4-117,Cluster: stage V sporulation protein AE,UPI0008320A36,Desulfofarcimen intricatum,117,1285191
UniRef100_A0A179T248/1-116,Cluster: Stage V sporulation protein AE,A0A179T248,Metabacillus litoralis,116,152268
UniRef100_A0A1M5I9J2/1-116,Cluster: Stage V sporulation protein AE,A0A1M5I9J2,Ornithinibacillus halophilus,116,930117
UniRef100_UPI0005DA8A99/1-116,Cluster: stage V sporulation protein AE,UPI0005DA8A99,Bacillus subtilis group,116,653685
UniRef100_UPI0004DF52C7/5-118,Cluster: stage V sporulation protein AE,UPI0004DF52C7,Geobacillus vulcani,118,135517
UniRef100_A0A0A2V296/1-116,Cluster: Stage V sporulation protein AEB,A0A0A2V296,Pontibacillus chungwhensis BH030062,116,1385513
UniRef100_UPI000C07F5C8/1-116,Cluster: stage V sporulation protein AE,UPI000C07F5C8,Bacillus sp. Marseille-P3800,116,2014782
UniRef100_A0A494Z1P2/1-116,Cluster: Stage V sporulation protein AE,A0A494Z1P2,Oceanobacillus bengalensis,116,1435466
UniRef100_A0A0M3RBS5/1-116,Cluster: Stage V sporulation protein AEB,A0A0M3RBS5,Bacillus sp. FJAT-22090,116,1581038
UniRef100_A0A6I2ME79/1-116,Cluster: Stage V sporulation protein AE,A0A6I2ME79,Metabacillus idriensis,116,324768
UniRef100_A0A178TDK5/5-118,Cluster: Stage V sporulation protein AE (SpoVAE),A0A178TDK5,Anoxybacillus flavithermus,118,33934
UniRef100_A0A3E0R929/1-116,Cluster: Stage V sporulation protein AE,A0A3E0R929,Brevibacillus sp.,116,1882945
UniRef100_UPI00197E3460/1-116,Cluster: stage V sporulation protein AE,UPI00197E3460,Aneurinibacillus sp. BA2021,116,2814426
UniRef100_A0A4Q0VWM3/1-116,Cluster: Stage V sporulation protein AE,A0A4Q0VWM3,Anaerobacillus alkaliphilus,116,1548597
UniRef100_UPI0002D99A9C/3-117,Cluster: stage V sporulation protein AE,UPI0002D99A9C,Calidifontibacillus oryziterrae,117,1191699
UniRef100_A0A8A1Q8T4/1-116,Cluster: Stage V sporulation protein AE,A0A8A1Q8T4,Pontibacillus sp. ALD_SL1,116,2777185
UniRef100_A0A226QPB4/5-118,Cluster: Stage V sporulation protein AE,A0A226QPB4,Parageobacillus galactosidasius,118,883812
UniRef100_UPI0004089770/1-116,Cluster: stage V sporulation protein AE,UPI0004089770,Tuberibacillus calidus,116,340097
UniRef100_A0A6G1X671/1-116,Cluster: Stage V sporulation protein AE,A0A6G1X671,Salinibacillus xinjiangensis,116,1229268
UniRef100_UPI001582E1B5/4-118,Cluster: stage V sporulation protein AE,UPI001582E1B5,Parageobacillus sp. VR-IP,118,2742205
UniRef100_A0A7D7GU64/1-116,Cluster: Uncharacterized protein,A0A7D7GU64,Bacillus velezensis,116,492670
UniRef100_UPI000A710570/5-118,Cluster: stage V sporulation protein AE,UPI000A710570,Bacillus mediterraneensis,118,1805474
UniRef100_UPI000831AAEF/1-116,Cluster: stage V sporulation protein AE,UPI000831AAEF,Bacillus sp. FJAT-29814,116,1729688
UniRef100_UPI001CD743DD/1-116,Cluster: stage V sporulation protein AE,UPI001CD743DD,Halobacillus halophilus (Sporosarcina halophila),116,1570
UniRef100_A0A845DYN8/1-116,Cluster: Stage V sporulation protein AE,A0A845DYN8,Halobacillus litoralis,116,45668
UniRef100_UPI00195E05FE/1-116,Cluster: stage V sporulation protein AE,UPI00195E05FE,Bacillus tianshenii,116,1463404
UniRef100_A0A1H9Q9P5/1-116,Cluster: Stage V sporulation protein AE,A0A1H9Q9P5,Psychrobacillus sp. OK032,116,1884358
UniRef100_A0A2L1UGH0/3-118,Cluster: Stage V sporulation protein AE,A0A2L1UGH0,Paenibacillus larvae subsp. larvae,118,147375
UniRef100_A0A0C2RJ58/5-117,Cluster: Stage V sporulation protein AEB,A0A0C2RJ58,Jeotgalibacillus alimentarius,118,135826
UniRef100_A0A1Y0IUG3/1-116,Cluster: Stage V sporulation protein AE,A0A1Y0IUG3,Tumebacillus avium,116,1903704
